Model_Type,linear,linear,linear,linear,linear,linear,linear,linear,performer,performer,performer,performer,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,rpe,rpe,rpe,rpe
Attention_Only,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
Use_Residual,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM_V2_O1,0.17134,0.02001,0.0066,0.27706,0.12351,0.17411,0.01282,0.00832,0.03873,0.17683,0.05681,0.08281,0.01761,0.36284,0.09536,0.11816,0.22067,0.19978,0.59337,0.08765,0.56978,1.69852,1.56101,0.10367,0.1592,0.17785,1.14925,0.59569
HMM_V2_O2,0.18021,0.00044,0.04354,0.03888,0.03629,0.06337,0.62554,0.09603,0.01502,0.07309,0.22882,0.27199,0.01547,0.22529,0.01221,0.57715,0.21264,0.00303,0.09664,0.10418,0.048,0.04203,0.12285,1.67831,0.13723,0.43932,0.44946,0.10279
HMM_V3_O1,0.12119,0.16242,0.25856,0.35497,0.61468,0.42551,0.35234,0.84168,0.29849,1.19308,0.16726,0.21136,1.56974,1.20975,0.97354,0.05571,0.00891,0.10517,0.49107,1.83409,0.09466,0.0642,0.0206,0.07075,0.65678,0.20448,0.50232,0.56257
HMM_V3_O2,,0.06661,0.4288,1.38801,,,0.98234,0.26113,0.30315,0.20776,0.23013,0.05785,0.38792,0.24736,0.25402,0.03684,0.15023,0.11059,0.1238,0.04579,0.146,0.44854,0.35185,0.10715,0.43568,0.27306,0.27255,0.27262
ICL-Markov_V2_O1,0.07525,0.07433,0.08301,0.07262,0.088,0.07947,0.08357,0.07828,0.07348,0.07359,0.07447,0.0761,0.08256,0.08094,0.08016,0.07272,0.0751,0.07872,0.07581,0.0751,0.081,0.07749,0.08479,0.07693,0.07472,0.07711,0.08265,0.07895
ICL-Markov_V2_O2,0.135,0.13298,0.13766,0.13864,0.1411,0.12887,0.1384,0.13281,0.13143,0.1325,0.13056,0.12912,0.13681,0.13301,0.13698,0.13761,0.12868,0.13503,0.13004,0.13277,0.13768,0.13266,0.13359,0.13494,0.13531,0.13443,0.13581,0.13367
ICL-Markov_V3_O1,0.16412,0.15712,0.17053,0.15762,0.16662,0.16305,0.17795,0.16476,0.16258,0.1632,0.16769,0.15873,0.16647,0.16257,0.16667,0.15995,0.16404,0.15806,0.16698,0.15826,0.15992,0.1613,0.15763,0.16239,0.16324,0.16256,0.16783,0.16028
ICL-Markov_V3_O2,0.24284,0.23703,0.23895,0.22901,0.23759,0.23852,0.24102,0.23384,0.24394,0.23568,0.23996,0.23314,0.23943,0.23623,0.24115,0.23901,0.23936,0.2347,0.23248,0.2302,0.23926,0.23701,0.23824,0.23718,0.24273,0.24241,0.23957,0.23256
Markov_V2_O1,0.53956,0.82327,1.13635,0.21956,1.5317,1.21312,0.07369,0.50547,0.05762,0.62223,1.19928,0.49463,0.26114,0.12002,0.39645,0.14789,0.07041,0.89258,0.11069,0.23792,1.28613,0.72042,0.07126,0.2965,0.57774,0.69984,1.19628,0.07008
Markov_V2_O2,0.2623,0.07726,0.31823,0.43469,0.65025,0.42768,0.45944,0.95523,1.0299,0.26108,1.67962,0.65036,0.42446,0.62436,2.0443,0.49176,0.54923,0.21573,0.17862,0.5679,0.1923,0.35487,0.72245,0.40161,0.89678,0.48764,0.14622,0.63112
Markov_V3_O1,0.58356,1.56214,0.42416,0.45385,0.81806,1.00702,0.32098,1.20566,0.51962,0.08528,1.69466,1.06963,0.99753,0.65879,1.00992,0.19004,0.85128,0.69489,0.74833,0.64879,0.41687,0.53245,0.34656,0.65936,1.1836,0.7501,0.75416,0.63908
Markov_V3_O2,0.27107,0.42924,0.26896,0.30211,0.62687,0.2375,0.26315,0.23955,0.18108,0.66003,0.74424,0.167,0.11717,0.50161,0.43776,0.30304,0.2228,0.32725,0.51011,0.16909,0.41399,0.68287,1.71445,0.68301,0.43512,0.51259,0.55043,0.59748
