Model_Type,linear,linear,linear,linear,linear,linear,linear,linear,performer,performer,performer,performer,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,rpe,rpe,rpe,rpe
Attention_Only,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
Use_Residual,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM_V2_O1,0.14566,0.39263,0.02498,0.08268,0.2258,0.44351,0.01964,0.06659,0.31969,0.00024,0.31492,0.00468,0.09639,0.60823,0.03222,0.15198,0.21186,0.37186,0.14848,0.24517,0.06284,0.07161,0.3833,0.04639,0.37575,0.01682,0.51372,0.09858
HMM_V2_O2,1.40929,0.04152,0.18613,0.14194,0.00931,0.25346,0.11932,0.03314,1.86333,0.77861,0.12272,0.10837,0.13172,0.00737,0.04681,0.06769,0.74054,0.00418,0.76937,0.03923,0.42437,0.01083,2.62029,0.6214,0.13453,0.05181,0.29019,0.43634
HMM_V3_O1,0.06524,0.27487,0.27834,0.41123,0.03009,1.02414,0.06041,0.6459,0.275,0.25382,0.17032,0.06072,0.23973,0.44332,0.48909,0.10432,0.22455,0.10128,0.25193,0.08555,0.55271,0.21796,0.07954,0.43641,0.42366,0.22817,0.65359,0.81234
HMM_V3_O2,,0.60548,0.19353,0.06209,,,0.36577,0.18114,0.51707,0.27015,0.10085,0.11452,0.06063,0.14585,0.43602,0.10743,0.36698,0.17491,0.19703,1.00573,0.6195,0.07576,0.10062,0.06192,0.34103,0.2694,0.56828,1.10101
ICL-Markov_V2_O1,0.07349,0.07667,0.07753,0.07803,0.08646,0.07441,0.08566,0.07711,0.07059,0.07253,0.07692,0.07781,0.08374,0.07531,0.0787,0.07869,0.07243,0.07403,0.07443,0.07486,0.07833,0.07706,0.07853,0.07847,0.07428,0.07098,0.0754,0.0735
ICL-Markov_V2_O2,0.13089,0.13673,0.13127,0.12957,0.13818,0.12943,0.13711,0.13111,0.13464,0.12821,0.12673,0.12787,0.13499,0.12966,0.132,0.13072,0.13019,0.12905,0.13078,0.13033,0.12464,0.13668,0.13227,0.13253,0.12802,0.12194,0.13216,0.12337
ICL-Markov_V3_O1,0.17036,0.15727,0.16983,0.16365,0.1691,0.1542,0.17511,0.16039,0.16019,0.1569,0.16489,0.1606,0.17505,0.16176,0.17422,0.15646,0.17258,0.15711,0.16815,0.15386,0.17269,0.16163,0.17246,0.16129,0.17119,0.1543,0.17129,0.15837
ICL-Markov_V3_O2,0.23779,0.23692,0.24061,0.23359,0.23972,0.2375,0.24365,0.23696,0.2401,0.23622,0.24122,0.23481,0.23462,0.23531,0.24085,0.23148,0.23882,0.23551,0.23986,0.23268,0.23555,0.2388,0.24513,0.23922,0.23543,0.23627,0.24179,0.23595
Markov_V2_O1,0.46978,1.68747,0.31335,1.98192,0.3817,0.71013,0.04507,0.07627,0.94002,0.07477,0.04015,1.10712,0.69774,0.28533,0.4922,1.21043,1.15798,0.51464,0.18005,0.66873,0.23712,0.05586,1.13961,0.37012,0.03578,0.38974,0.87811,0.57514
Markov_V2_O2,0.21407,0.3624,0.67211,0.29241,0.07091,0.37136,1.62501,0.41442,0.80807,0.18295,0.43342,0.55394,0.61869,0.55995,0.04672,0.58816,1.34578,1.91836,1.23896,0.43436,0.68005,0.36085,0.59136,0.3381,0.546,0.43819,0.36477,0.573
Markov_V3_O1,1.23712,1.68103,0.87078,0.45572,1.59007,0.34807,0.25709,0.60223,1.50406,1.08248,0.4192,0.48419,0.4402,1.83578,0.36532,1.79758,0.17466,1.04667,0.2791,0.43899,0.27576,0.47079,0.36645,0.5837,0.47687,0.09661,0.11334,0.2581
Markov_V3_O2,0.73851,0.39476,0.38632,0.3022,0.30727,0.44999,1.04931,0.64072,0.65736,0.5552,0.32254,0.63183,0.39769,0.3099,0.30739,0.55614,0.35565,0.55709,0.43782,0.39118,0.84451,0.55375,0.75733,0.89273,0.58674,0.30893,0.35113,0.56893
