Model_Type,linear,linear,linear,linear,linear,linear,linear,linear,performer,performer,performer,performer,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,rpe,rpe,rpe,rpe
Attention_Only,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
Use_Residual,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM_V2_O1,0.05896,0.28555,0.01487,1.73354,0.48868,0.20203,0.75162,0.04468,0.06729,0.13061,0.01182,0.67529,0.24131,0.04443,0.06793,0.27142,0.0733,0.00434,0.04141,0.54326,0.01538,0.12385,0.21246,0.08445,0.19716,0.69638,0.11361,0.27005
HMM_V2_O2,1.16369,0.24129,0.27895,0.00968,0.02444,0.02473,0.13582,0.13965,0.21729,0.00954,0.41544,0.03932,0.02075,0.01734,0.43306,0.32239,1.06896,0.04214,0.64932,0.12802,0.43588,0.07998,0.00407,0.02338,0.24051,0.05435,0.07268,0.15365
HMM_V3_O1,0.36103,0.25696,0.64077,0.14148,0.26561,0.10818,0.21366,0.05204,0.02776,1.21661,0.18776,0.60451,0.48314,0.38538,0.12488,0.3061,0.11403,0.14302,0.64804,0.48457,0.63699,0.30294,0.06335,0.46384,0.03126,0.19988,0.53325,0.10163
HMM_V3_O2,0.17464,0.53273,0.47821,0.52905,0.23682,0.35958,0.19477,0.65267,0.36214,0.19116,0.05411,0.0476,0.41613,0.77336,0.6661,0.11021,0.00657,0.17268,0.23895,0.08888,0.50267,0.42817,0.05768,0.16837,0.40244,0.24467,0.59288,0.15843
ICL-Markov_V2_O1,0.08934,0.06407,0.0942,0.07239,0.0773,0.0678,0.08203,0.07644,0.07576,0.05068,0.07955,0.05952,0.07172,0.05195,0.08411,0.06036,0.0739,0.05696,0.08591,0.0637,0.07223,0.03039,0.08614,0.03772,0.07211,0.01659,0.08769,0.07297
ICL-Markov_V2_O2,0.14172,0.12908,0.14907,0.12795,0.13742,0.1332,0.13601,0.1331,0.13574,0.12848,0.14067,0.12265,0.1349,0.12107,0.13882,0.12541,0.14937,0.1326,0.13708,0.13132,0.13772,0.11,0.1439,0.12624,0.13641,0.12448,0.14127,0.13472
ICL-Markov_V3_O1,0.17189,0.16151,0.17507,0.16365,0.17973,0.16189,0.17733,0.1634,0.16073,0.15588,0.17123,0.15367,0.17275,0.14185,0.17158,0.14992,0.16502,0.1617,0.16832,0.15702,0.1686,0.13303,0.17436,0.15135,0.16904,0.05264,0.1752,0.16109
ICL-Markov_V3_O2,0.23762,0.23597,0.24145,0.23005,0.24105,0.23874,0.24056,0.23664,0.24227,0.23408,0.24029,0.23535,0.24243,0.23647,0.24204,0.2339,0.23836,0.2394,0.24154,0.23873,0.24097,0.24048,0.24524,0.23354,0.2387,0.23832,0.24523,0.2333
Markov_V2_O1,0.04857,0.14766,0.65256,0.01115,0.04267,1.8284,0.38399,0.25801,0.23168,0.06062,0.69026,0.08235,0.34509,0.5529,0.47138,0.18975,1.29304,0.17968,0.5371,0.58133,0.41272,0.70532,0.71683,0.18668,0.78615,0.65116,1.04114,0.86212
Markov_V2_O2,0.25519,0.19537,0.7818,0.11768,0.07764,0.11434,0.06214,0.44343,0.17924,0.1792,0.2587,0.29963,0.42646,0.96221,0.88575,0.12595,0.33072,0.46312,0.14189,0.18799,0.36293,0.76411,0.04095,0.29542,0.85115,0.88852,0.19566,0.04009
Markov_V3_O1,1.13176,0.27299,0.60097,0.61461,0.82656,0.95193,0.3661,1.17745,0.61001,0.87424,0.18277,1.02048,1.39258,0.35138,0.459,0.07862,0.72804,0.57197,0.71862,0.1799,2.10178,0.5307,0.70862,0.76717,0.39173,1.36467,0.67504,0.88884
Markov_V3_O2,0.26129,0.34435,0.68594,0.39251,0.28058,0.73986,0.20913,0.41978,0.28132,0.37442,0.30871,0.27447,0.4059,0.53023,0.33804,0.52926,0.38737,0.43915,0.34112,0.30202,0.53167,0.57399,0.64504,0.98372,0.72967,0.35598,0.15248,0.31653
