Model_Type,linear,linear,linear,linear,linear,linear,linear,linear,performer,performer,performer,performer,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,rpe,rpe,rpe,rpe
Attention_Only,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
Use_Residual,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM_V3_O1,0.0711,0.12562,0.1118,0.43896,0.04483,0.02456,0.19984,0.46374,0.06877,1.42794,0.87556,0.16992,0.07351,0.25411,0.85142,0.52649,0.57003,0.18051,0.14147,0.8966,0.16265,0.21161,0.71473,0.08699,0.0831,0.08283,0.37712,0.15844
ICL-Markov_V2_O1,0.09574,0.07631,0.10147,0.07564,0.10086,0.08006,0.09677,0.0778,0.07889,0.07416,0.08377,0.07352,0.09527,0.07709,0.0847,0.07959,0.08188,0.07535,0.08523,0.07658,0.08271,0.07233,0.08442,0.07435,0.08898,0.0762,0.09025,0.07275
ICL-Markov_V2_O2,0.14369,0.13665,0.14975,0.13593,0.15149,0.13439,0.15179,0.13701,0.14132,0.13556,0.14544,0.13336,0.13504,0.13386,0.14189,0.13612,0.14115,0.13142,0.14224,0.13122,0.14306,0.13535,0.14083,0.14019,0.14069,0.13512,0.14318,0.13767
ICL-Markov_V3_O1,0.17509,0.16477,0.18115,0.15963,0.18295,0.16736,0.19203,0.16719,0.17443,0.16178,0.18158,0.16245,0.18141,0.16352,0.18034,0.1671,0.18369,0.16453,0.17778,0.16296,0.17853,0.16147,0.1771,0.16323,0.17702,0.16781,0.17668,0.16895
ICL-Markov_V3_O2,0.24694,0.23623,0.24851,0.23616,0.24578,0.239,0.24898,0.23392,0.24476,0.23249,0.23833,0.23452,0.24537,0.23713,0.24974,0.2365,0.24601,0.23943,0.245,0.24537,0.24911,0.24008,0.25043,0.2399,0.24223,0.24256,0.24126,0.24241
Markov_V2_O1,0.66154,0.30813,0.30383,0.02996,0.12703,0.45708,0.01566,0.16842,0.32259,1.52668,0.71037,0.20508,0.25041,0.63672,1.50061,0.10628,0.10973,0.02918,0.20838,0.17988,0.20167,0.51045,0.30527,0.07634,2.65832,0.6234,0.57046,0.10484
Markov_V2_O2,0.42138,0.38397,0.05746,0.07562,1.02781,0.10825,0.25788,0.07837,0.1429,0.29759,0.09358,0.45132,0.27156,0.41438,1.15138,0.15938,0.11322,0.1237,0.3517,1.73917,0.33927,0.35075,1.87384,0.27106,0.48264,0.1894,0.65799,0.09046
Markov_V3_O1,0.59277,0.22558,0.1412,0.73527,0.30314,0.33582,0.44323,0.32488,0.32598,1.01321,0.80069,1.18332,0.31085,0.81036,0.08312,0.40308,0.82427,1.03969,0.66849,0.67029,0.60009,0.72518,0.92661,0.75632,0.83854,0.84388,0.66372,1.22054
Markov_V3_O2,0.3756,0.29413,0.81502,0.2178,0.48462,0.58304,0.47215,0.33091,0.26575,0.35387,0.31455,0.36475,0.99636,0.29483,0.54995,0.40745,0.37657,0.27186,0.22772,0.69962,0.49874,0.21353,0.28283,0.43862,0.28868,0.42907,0.47919,0.56888
