Model_Type,linear,linear,linear,linear,linear,linear,linear,linear,performer,performer,performer,performer,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,absolute,absolute,absolute,absolute,rope,rope,rope,rope,rpe,rpe,rpe,rpe
Attention_Only,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
Use_Residual,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM_V3_O1,0.15092,0.07818,0.36396,0.20372,0.65879,0.96342,0.43713,0.15036,0.71011,0.1857,0.31158,0.0754,0.20714,0.20961,0.08715,0.81196,0.47764,0.05757,0.01704,0.38161,0.07058,0.19486,0.21581,0.43789,0.02534,0.25252,0.05019,0.30923
ICL-Markov_V2_O1,0.09506,0.076,0.0952,0.07444,0.0914,0.07636,0.10329,0.07758,0.09226,0.07371,0.08547,0.07466,0.08155,0.07733,0.0873,0.07096,0.0916,0.07382,0.09109,0.07763,0.08368,0.07391,0.08592,0.07494,0.0869,0.07544,0.08439,0.0777
ICL-Markov_V2_O2,0.14905,0.1344,0.15143,0.13803,0.1529,0.14087,0.15189,0.13476,0.13713,0.13396,0.1404,0.13555,0.14271,0.13522,0.14381,0.13501,0.1479,0.13262,0.14398,0.13335,0.14472,0.13408,0.14133,0.13158,0.14066,0.13582,0.14197,0.13137
ICL-Markov_V3_O1,0.18078,0.16179,0.18566,0.16645,0.18355,0.16697,0.19054,0.16359,0.17814,0.16122,0.17703,0.1628,0.1792,0.16357,0.17685,0.16699,0.17904,0.1622,0.17882,0.16437,0.1817,0.16567,0.1791,0.16926,0.18149,0.16171,0.17933,0.16481
ICL-Markov_V3_O2,0.245,0.23569,0.24574,0.24084,0.24385,0.2366,0.24949,0.24087,0.24403,0.2389,0.24429,0.24341,0.2457,0.23245,0.24473,0.23584,0.2414,0.23909,0.24289,0.23432,0.24288,0.24242,0.2417,0.23671,0.24787,0.23653,0.24194,0.23443
Markov_V2_O1,0.07071,0.51989,1.05691,0.24123,0.00558,0.94851,0.43494,0.44114,0.2576,0.07284,0.48527,0.24256,0.7829,0.01717,0.923,0.08903,0.55659,0.37689,0.52629,0.87793,0.49595,0.0927,0.02753,0.45375,0.74017,0.93326,0.18623,1.09071
Markov_V2_O2,0.12897,0.30314,0.28433,0.60675,0.50721,0.15033,0.78241,0.33733,0.14156,0.50032,0.19582,1.00448,0.08755,0.47096,0.49764,0.04474,1.00909,1.35949,1.24183,0.81016,0.97293,0.56064,0.15151,1.15521,0.90714,0.85084,0.23978,0.2671
Markov_V3_O1,0.22813,0.31314,0.25349,0.3419,0.33462,0.70203,0.50557,0.68134,0.99448,0.32863,0.24992,0.42956,0.451,1.25884,0.21962,0.44613,1.38418,0.55534,0.41994,0.41827,0.27852,0.67808,0.58267,0.93331,0.92415,1.43531,1.05613,1.46672
Markov_V3_O2,0.23742,0.20236,0.30928,0.30234,0.27132,0.39574,0.30388,0.51387,0.49891,0.70169,0.36592,0.35768,0.43436,0.24062,0.25921,0.45437,0.52446,0.3357,0.71905,0.52929,0.61126,0.25916,0.4111,0.66865,0.5045,0.50824,0.30724,0.57728
