context_idx,tok=0,tok=1,tok=2
0,0.57085896,0.21353269,0.21560836
1,0.37224862,0.3126032,0.3151482
2,0.3960384,0.31373578,0.29022577
3,0.29300967,0.3845136,0.32247677
4,0.19587842,0.5802248,0.22389682
5,0.28911695,0.4410526,0.26983044
6,0.29153332,0.29610732,0.41235933
7,0.2861316,0.30421275,0.4096557
8,0.23234381,0.2510242,0.516632
