context_idx,tok=0,tok=1,tok=2
0,0.3956097,0.2980727,0.30631763
1,0.35033053,0.33222878,0.3174407
2,0.35177094,0.29528973,0.3529393
3,0.32614055,0.34995037,0.32390907
4,0.30294332,0.3847653,0.31229138
5,0.31426013,0.33642152,0.3493184
6,0.32511544,0.3096388,0.3652458
7,0.31059027,0.3208163,0.3685934
8,0.30443373,0.28860956,0.4069567
