Model_Type,linear,linear,linear,linear,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,rope,rope,absolute,absolute,rope,rope,absolute,absolute,rope,rope,rpe,rpe
Attention_Only,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,
HMM_V3_O1,0.11018,0.24036,0.27031,0.34939,0.11894,0.44371,0.30053,0.13435,0.0139,0.07281,0.06212,0.18255,0.19782,0.45706
ICL-Markov_V2_O1,0.07127,0.07227,0.06804,0.071,0.05302,0.04347,0.05681,0.05405,0.04607,0.06016,0.0408,0.04404,0.02267,0.0626
ICL-Markov_V2_O2,0.13215,0.13389,0.12696,0.12807,0.12218,0.12555,0.12754,0.13057,0.13384,0.12842,0.11294,0.11423,0.12702,0.13245
ICL-Markov_V3_O1,0.16212,0.15917,0.15916,0.16018,0.15501,0.15176,0.14484,0.15712,0.1598,0.15826,0.15812,0.16305,0.15382,0.15949
ICL-Markov_V3_O2,0.23233,0.23752,0.23665,0.23688,0.23525,0.23673,0.23121,0.23544,0.23626,0.23658,0.23736,0.23681,0.23602,0.24354
Markov_V2_O1,0.05003,0.31273,0.15921,0.69754,0.21072,0.09265,0.05066,0.98935,0.10012,0.14184,0.03055,0.16185,0.02501,0.09726
Markov_V2_O2,0.15786,0.26014,0.23153,0.51213,0.14756,0.219,0.41508,0.2412,0.06564,0.2468,0.92979,0.34179,0.79543,0.08667
Markov_V3_O1,0.3126,1.08849,0.50426,0.14718,0.53324,1.07868,0.8895,0.26989,0.34645,0.32295,0.49041,0.44644,0.28699,0.42162
Markov_V3_O2,0.38547,0.32188,0.31047,0.29154,0.3119,0.40541,0.24593,0.25881,0.27291,0.23218,0.23047,0.33213,0.48502,0.37294
