Model_Type,linear,linear,linear,linear,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,rope,rope,absolute,absolute,rope,rope,absolute,absolute,rope,rope,rpe,rpe
Attention_Only,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,
HMM_V3_O1,0.30072,0.27222,0.10508,0.098,0.11192,0.26117,0.04452,0.08376,0.21958,0.09526,0.05286,0.04148,0.1194,0.33198
ICL-Markov_V2_O1,0.07962,0.07877,0.08107,0.08016,0.07974,0.07725,0.0782,0.07975,0.07668,0.07443,0.07802,0.07883,0.08118,0.08015
ICL-Markov_V2_O2,0.13636,0.1305,0.13426,0.13678,0.13382,0.13689,0.13392,0.13796,0.13738,0.1385,0.1342,0.13739,0.13551,0.13955
ICL-Markov_V3_O1,0.16448,0.16687,0.16054,0.1655,0.16656,0.16408,0.16371,0.16611,0.165,0.16491,0.16557,0.16487,0.17032,0.1643
ICL-Markov_V3_O2,0.23637,0.24297,0.24226,0.24058,0.23651,0.23391,0.23849,0.24156,0.24001,0.23741,0.23644,0.23623,0.23977,0.24228
Markov_V2_O1,0.09125,0.11868,0.0011,0.05146,0.31888,0.14736,0.1552,0.46356,0.36717,0.0525,0.10122,0.28133,0.00351,0.10039
Markov_V2_O2,0.22121,0.11264,0.43557,0.22849,0.25678,0.16534,0.30001,0.19778,0.21463,0.16056,0.04648,0.53109,0.26078,0.23866
Markov_V3_O1,0.16895,0.48954,0.27204,0.55467,0.83066,0.45826,0.90352,0.708,0.19996,0.32371,0.38779,0.71362,0.38612,0.32932
Markov_V3_O2,0.29467,0.50402,0.51124,0.32557,0.22646,0.36577,0.2874,0.327,0.53347,0.27288,0.34183,0.36634,0.31428,0.30268
