Model_Type,linear,linear,linear,linear,performer,performer,performer,performer,standard,standard,standard,standard,standard,standard
PE_Type,absolute,absolute,rope,rope,absolute,absolute,rope,rope,absolute,absolute,rope,rope,rpe,rpe
Attention_Only,False,True,False,True,False,True,False,True,False,True,False,True,False,True
Dataset_Setting,,,,,,,,,,,,,,
HMM_V3_O1,0.08567,0.56341,0.15874,0.04531,0.02472,0.03611,0.40311,0.01968,0.21676,0.43658,0.10608,0.02778,0.00994,0.35418
ICL-Markov_V2_O1,0.05292,0.05218,0.05344,0.06322,0.0188,0.02838,0.03953,0.04061,0.01901,0.05111,0.01431,0.02062,0.01691,0.01997
ICL-Markov_V2_O2,0.1138,0.13252,0.12256,0.12989,0.09651,0.10629,0.1156,0.11683,0.08572,0.11574,0.06917,0.09218,0.03715,0.06236
ICL-Markov_V3_O1,0.13885,0.15257,0.14952,0.15364,0.042,0.06694,0.06684,0.08408,0.05096,0.06816,0.03566,0.09046,0.03629,0.04437
ICL-Markov_V3_O2,0.23084,0.23822,0.23866,0.23488,0.2173,0.21783,0.2057,0.22844,0.20487,0.22827,0.20332,0.20666,0.10318,0.12735
Markov_V2_O1,0.24282,0.67083,0.25646,0.10984,0.15027,0.13571,0.12128,0.26659,0.52598,0.49355,0.08858,0.26102,0.16597,0.80651
Markov_V2_O2,0.14806,0.08588,0.71575,0.36281,1.00309,0.39016,0.5699,0.20252,0.44941,0.1617,0.57922,0.58481,0.51329,0.12368
Markov_V3_O1,0.58211,0.20684,0.63097,0.53163,0.08649,0.44542,0.62805,0.51975,0.07774,0.33254,0.54002,0.29635,0.5539,0.23156
Markov_V3_O2,0.50266,0.40121,0.41026,0.18179,0.31487,0.27041,0.33982,0.30642,0.55737,0.44269,0.441,0.39118,0.38599,0.49028
