Dataset_Setting,Model_Setting,Data_Name,Num_Symbols,N_Order,Model_Type,Attention_Only,PE_Type,Use_Residual,Use_LN,Layers,Heads,Embed_Dim,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
ICL-HMM_V2_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,1,performer,True,rope,False,True,2,2,16,0.0005,0.582207,0.583613,0.582207,0.019902
ICL-HMM_V2_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,none,False,False,2,1,16,0.0005,0.590117,0.589858,0.590117,0.021989
ICL-HMM_V2_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,none,False,False,2,2,16,0.0005,0.579419,0.586019,0.579419,0.021884
ICL-HMM_V2_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,absolute,False,False,2,1,16,0.0005,0.584051,0.588035,0.584051,0.018621
ICL-HMM_V2_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,absolute,False,False,2,2,16,0.0005,0.574570,0.583661,0.574570,0.019449
ICL-HMM_V2_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,rope,False,False,2,1,16,0.0005,0.575214,0.587745,0.575214,0.020508
ICL-HMM_V2_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,1,performer,True,rope,False,False,2,2,16,0.0005,0.584512,0.586787,0.584512,0.022451
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,none,True,True,2,1,16,0.0005,0.592643,0.593587,0.592643,0.028785
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,none,True,True,2,2,16,0.0005,0.589348,0.591560,0.589348,0.026560
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,absolute,True,True,2,1,16,0.0005,0.593702,0.589457,0.593702,0.025913
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,absolute,True,True,2,2,16,0.0005,0.582201,0.590305,0.582201,0.026891
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,rope,True,True,2,1,16,0.0005,0.597058,0.596045,0.597058,0.029310
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,rope,True,True,2,2,16,0.0005,0.588012,0.593747,0.588012,0.027847
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,none,True,False,2,1,16,0.0005,0.605193,0.599879,0.605193,0.030437
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,none,True,False,2,2,16,0.0005,0.606064,0.598471,0.606064,0.032816
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,absolute,True,False,2,1,16,0.0005,0.590934,0.589540,0.590934,0.027591
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,absolute,True,False,2,2,16,0.0005,0.596062,0.597102,0.596062,0.029951
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,rope,True,False,2,1,16,0.0005,0.598062,0.593429,0.598062,0.029679
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,rope,True,False,2,2,16,0.0005,0.594421,0.591212,0.594421,0.027565
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,none,False,True,2,1,16,0.0005,0.593542,0.595873,0.593542,0.026294
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,none,False,True,2,2,16,0.0005,0.590859,0.595318,0.590859,0.028583
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,absolute,False,True,2,1,16,0.0005,0.600959,0.590996,0.600959,0.027699
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,absolute,False,True,2,2,16,0.0005,0.586285,0.591262,0.586285,0.026016
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,rope,False,True,2,1,16,0.0005,0.593458,0.595314,0.593458,0.028820
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,2,2,performer,True,rope,False,True,2,2,16,0.0005,0.592419,0.591625,0.592419,0.028031
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,none,False,False,2,1,16,0.0005,0.595958,0.595434,0.595958,0.031043
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,none,False,False,2,2,16,0.0005,0.584628,0.595705,0.584628,0.030006
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,absolute,False,False,2,1,16,0.0005,0.588622,0.593786,0.588622,0.027760
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,absolute,False,False,2,2,16,0.0005,0.587906,0.591349,0.587906,0.028300
ICL-HMM_V2_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,rope,False,False,2,1,16,0.0005,0.593414,0.594599,0.593414,0.031044
ICL-HMM_V2_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,2,2,performer,True,rope,False,False,2,2,16,0.0005,0.586556,0.591472,0.586556,0.028950
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,none,True,True,2,1,16,0.0005,0.955121,0.952102,0.955121,0.031871
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,none,True,True,2,2,16,0.0005,0.945794,0.948378,0.945794,0.028623
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,absolute,True,True,2,1,16,0.0005,0.942809,0.951286,0.942809,0.026272
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,absolute,True,True,2,2,16,0.0005,0.947302,0.947107,0.947302,0.027658
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,rope,True,True,2,1,16,0.0005,0.958475,0.950457,0.958475,0.029235
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,rope,True,True,2,2,16,0.0005,0.956303,0.952752,0.956303,0.029896
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,none,True,False,2,1,16,0.0005,0.955375,0.952334,0.955375,0.031594
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,none,True,False,2,2,16,0.0005,0.943546,0.949899,0.943546,0.031532
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,absolute,True,False,2,1,16,0.0005,0.955241,0.953091,0.955241,0.032524
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,absolute,True,False,2,2,16,0.0005,0.949748,0.947013,0.949748,0.029937
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,rope,True,False,2,1,16,0.0005,0.944211,0.950609,0.944211,0.032847
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,rope,True,False,2,2,16,0.0005,0.962890,0.954022,0.962890,0.031335
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,none,False,True,2,1,16,0.0005,0.969414,0.955183,0.969414,0.035489
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,none,False,True,2,2,16,0.0005,0.952910,0.950061,0.952910,0.029481
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,absolute,False,True,2,1,16,0.0005,0.943522,0.953491,0.943522,0.032744
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,absolute,False,True,2,2,16,0.0005,0.960290,0.950016,0.960290,0.028026
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,rope,False,True,2,1,16,0.0005,0.949514,0.955963,0.949514,0.033886
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,1,performer,True,rope,False,True,2,2,16,0.0005,0.958989,0.951850,0.958989,0.029386
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,none,False,False,2,1,16,0.0005,1.024635,1.026101,1.024635,0.104114
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,none,False,False,2,2,16,0.0005,0.954043,0.958370,0.954043,0.038324
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,absolute,False,False,2,1,16,0.0005,1.028263,1.023235,1.028263,0.102582
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,absolute,False,False,2,2,16,0.0005,1.021458,1.023340,1.021458,0.102739
ICL-HMM_V3_O1,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,rope,False,False,2,1,16,0.0005,1.026474,1.023376,1.026474,0.100898
ICL-HMM_V3_O1,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,1,performer,True,rope,False,False,2,2,16,0.0005,0.962517,0.963960,0.962517,0.043362
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,none,True,True,2,1,16,0.0005,0.959424,0.964750,0.959424,0.040186
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,none,True,True,2,2,16,0.0005,0.963540,0.960057,0.963540,0.040236
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,absolute,True,True,2,1,16,0.0005,0.963240,0.956939,0.963240,0.038928
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,absolute,True,True,2,2,16,0.0005,0.941824,0.953832,0.941824,0.037232
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,rope,True,True,2,1,16,0.0005,0.966446,0.954733,0.966446,0.039419
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,rope,True,True,2,2,16,0.0005,0.956454,0.957922,0.956454,0.040526
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,none,True,False,2,1,16,0.0005,0.964957,0.960506,0.964957,0.045515
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,none,True,False,2,2,16,0.0005,0.953347,0.961575,0.953347,0.043172
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,absolute,True,False,2,1,16,0.0005,0.953571,0.961861,0.953571,0.041527
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,absolute,True,False,2,2,16,0.0005,0.965312,0.960300,0.965312,0.042605
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,rope,True,False,2,1,16,0.0005,0.963799,0.969013,0.963799,0.044766
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,rope,True,False,2,2,16,0.0005,0.963773,0.962220,0.963773,0.041303
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,none,False,True,2,1,16,0.0005,0.974685,0.958505,0.974685,0.045103
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,none,False,True,2,2,16,0.0005,0.951971,0.962677,0.951971,0.040265
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,absolute,False,True,2,1,16,0.0005,0.962645,0.962013,0.962645,0.041353
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,absolute,False,True,2,2,16,0.0005,0.958481,0.956620,0.958481,0.038823
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,rope,False,True,2,1,16,0.0005,0.957773,0.963572,0.957773,0.045095
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNTrue_LR0.0005,ICL-HMM,3,2,performer,True,rope,False,True,2,2,16,0.0005,0.962314,0.958880,0.962314,0.039528
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,none,False,False,2,1,16,0.0005,1.034959,1.029981,1.034959,0.109928
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-none_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,none,False,False,2,2,16,0.0005,0.960427,0.967951,0.960427,0.048837
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,absolute,False,False,2,1,16,0.0005,1.018092,1.027537,1.018092,0.109331
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,absolute,False,False,2,2,16,0.0005,1.039951,1.030353,1.039951,0.111389
ICL-HMM_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,rope,False,False,2,1,16,0.0005,1.031786,1.028401,1.031786,0.110905
ICL-HMM_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LNFalse_LR0.0005,ICL-HMM,3,2,performer,True,rope,False,False,2,2,16,0.0005,0.991124,0.991302,0.991124,0.069981
