context_idx,tok=0,tok=1,tok=2
0,0.42280558,0.2802297,0.29696473
1,0.3522283,0.31821737,0.32955435
2,0.35119158,0.3343802,0.31442824
3,0.3268851,0.34662455,0.3264903
4,0.26691976,0.45179927,0.28128096
5,0.32026657,0.37063897,0.30909446
6,0.3436286,0.2968143,0.35955712
7,0.32541203,0.33576083,0.33882713
8,0.28692347,0.26878563,0.4442909
