context_idx,tok=0,tok=1,tok=2
0,0.392706,0.2996408,0.30765316
1,0.35392866,0.33443016,0.31164116
2,0.3470262,0.30686858,0.34610522
3,0.33077818,0.3561996,0.31302217
4,0.30061775,0.39391908,0.30546322
5,0.30913967,0.35494146,0.33591887
6,0.32639578,0.31470418,0.35890004
7,0.30549052,0.33308214,0.3614273
8,0.29865742,0.30018046,0.40116218
