Dataset_Setting,Model_Setting,Data_Name,Num_Symbols,N_Order,Model_Type,Attention_Only,PE_Type,Use_Residual,Layers,Heads,Embed_Dim,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
ICL-Markov_V3_O1,L2_H2_D16_standard_AttnOnlyFalse_PE-rpe_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rpe,True,2,2,16,0.0005,0.855349,0.859378,0.855349,0.033729
ICL-Markov_V3_O1,L2_H1_D16_standard_AttnOnlyFalse_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rpe,False,2,1,16,0.0005,0.938554,0.934949,0.938554,0.119167
ICL-Markov_V3_O1,L2_H2_D16_standard_AttnOnlyFalse_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rpe,False,2,2,16,0.0005,0.975237,0.967560,0.975237,0.149755
ICL-Markov_V3_O1,L2_H1_D16_standard_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rope,True,2,1,16,0.0005,0.853878,0.850929,0.853878,0.035661
ICL-Markov_V3_O1,L2_H2_D16_standard_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rope,True,2,2,16,0.0005,0.872811,0.867005,0.872811,0.045014
ICL-Markov_V3_O1,L2_H1_D16_standard_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rope,False,2,1,16,0.0005,0.973982,0.976758,0.973982,0.166557
ICL-Markov_V3_O1,L2_H2_D16_standard_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rope,False,2,2,16,0.0005,0.954617,0.951290,0.954617,0.132282
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,absolute,True,2,1,16,0.0005,0.976843,0.974414,0.976843,0.152574
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,absolute,True,2,2,16,0.0005,0.930966,0.930934,0.930966,0.112080
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,absolute,False,2,1,16,0.0005,0.989558,0.988156,0.989558,0.168434
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,absolute,False,2,2,16,0.0005,0.939852,0.936900,0.939852,0.112962
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,rope,True,2,1,16,0.0005,0.980092,0.975875,0.980092,0.153635
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,rope,True,2,2,16,0.0005,0.944812,0.953822,0.944812,0.135463
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,rope,False,2,1,16,0.0005,0.981422,0.988209,0.981422,0.169106
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,rope,False,2,2,16,0.0005,0.981949,0.982550,0.981949,0.158280
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,absolute,True,2,1,16,0.0005,0.958395,0.957611,0.958395,0.138846
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,absolute,True,2,2,16,0.0005,0.969976,0.965699,0.969976,0.145265
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,absolute,False,2,1,16,0.0005,0.990186,0.978367,0.990186,0.163191
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,absolute,False,2,2,16,0.0005,0.963636,0.967386,0.963636,0.148363
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,rope,True,2,1,16,0.0005,0.972993,0.974565,0.972993,0.149522
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,rope,True,2,2,16,0.0005,0.966345,0.964384,0.966345,0.142598
ICL-Markov_V3_O1,L2_H1_D16_linear_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,rope,False,2,1,16,0.0005,0.984204,0.977072,0.984204,0.165140
ICL-Markov_V3_O1,L2_H2_D16_linear_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,rope,False,2,2,16,0.0005,0.984131,0.982739,0.984131,0.159554
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,performer,True,absolute,True,1,1,16,0.0005,0.983452,0.976717,0.983452,0.160603
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,performer,True,absolute,True,1,2,16,0.0005,0.982768,0.974047,0.982768,0.153637
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,performer,True,absolute,False,1,1,16,0.0005,0.987874,0.978961,0.987874,0.164887
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,performer,True,absolute,False,1,2,16,0.0005,0.969046,0.977946,0.969046,0.160781
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,performer,True,rope,True,1,1,16,0.0005,0.984233,0.979533,0.984233,0.156460
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,performer,True,rope,True,1,2,16,0.0005,0.971560,0.978171,0.971560,0.159695
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,performer,True,rope,False,1,1,16,0.0005,0.993661,0.994644,0.993661,0.174224
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,performer,True,rope,False,1,2,16,0.0005,0.980517,0.983792,0.980517,0.158600
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,performer,False,absolute,True,1,1,16,0.0005,0.966825,0.975486,0.966825,0.156900
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,performer,False,absolute,True,1,2,16,0.0005,0.981979,0.976915,0.981979,0.152382
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,performer,False,absolute,False,1,1,16,0.0005,0.992842,0.983841,0.992842,0.160191
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,performer,False,absolute,False,1,2,16,0.0005,0.972749,0.970696,0.972749,0.155294
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,performer,False,rope,True,1,1,16,0.0005,0.976032,0.980124,0.976032,0.161756
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,performer,False,rope,True,1,2,16,0.0005,0.972823,0.974532,0.972823,0.156759
ICL-Markov_V3_O1,L1_H1_D16_performer_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,performer,False,rope,False,1,1,16,0.0005,1.005695,0.992186,1.005695,0.175046
ICL-Markov_V3_O1,L1_H2_D16_performer_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,performer,False,rope,False,1,2,16,0.0005,0.988862,0.979275,0.988862,0.158687
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,absolute,True,1,1,16,0.0005,0.978219,0.978437,0.978219,0.153861
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,absolute,True,1,2,16,0.0005,0.991571,0.976405,0.991571,0.160976
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,absolute,False,1,1,16,0.0005,0.985208,0.986167,0.985208,0.168150
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,absolute,False,1,2,16,0.0005,0.988334,0.983553,0.988334,0.162517
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-rpe_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,rpe,True,1,1,16,0.0005,0.985987,0.978601,0.985987,0.158371
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-rpe_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,rpe,True,1,2,16,0.0005,0.982934,0.977271,0.982934,0.158424
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,rpe,False,1,1,16,0.0005,0.986687,0.990647,0.986687,0.171292
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,rpe,False,1,2,16,0.0005,0.980858,0.980387,0.980858,0.161648
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,rope,True,1,1,16,0.0005,0.985364,0.979949,0.985363,0.161290
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,True,rope,True,1,2,16,0.0005,0.991379,0.982536,0.991379,0.161777
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,rope,False,1,1,16,0.0005,0.993671,0.998010,0.993671,0.172458
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,True,rope,False,1,2,16,0.0005,0.978675,0.981392,0.978675,0.161877
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,absolute,True,1,1,16,0.0005,0.985241,0.976096,0.985241,0.157106
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,absolute,True,1,2,16,0.0005,0.981436,0.979557,0.981436,0.159936
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,absolute,False,1,1,16,0.0005,0.990525,0.986922,0.990525,0.172575
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,absolute,False,1,2,16,0.0005,0.986631,0.981180,0.986631,0.154692
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-rpe_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rpe,True,1,1,16,0.0005,0.979633,0.975941,0.979633,0.154296
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-rpe_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rpe,True,1,2,16,0.0005,0.964007,0.969352,0.964007,0.153346
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rpe,False,1,1,16,0.0005,0.994794,0.990367,0.994794,0.171190
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-rpe_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rpe,False,1,2,16,0.0005,0.978417,0.974781,0.978417,0.154779
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rope,True,1,1,16,0.0005,0.976133,0.975120,0.976133,0.161634
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,standard,False,rope,True,1,2,16,0.0005,0.973252,0.971389,0.973252,0.156691
ICL-Markov_V3_O1,L1_H1_D16_standard_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rope,False,1,1,16,0.0005,0.996735,0.992587,0.996735,0.172693
ICL-Markov_V3_O1,L1_H2_D16_standard_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,standard,False,rope,False,1,2,16,0.0005,0.980336,0.978166,0.980336,0.160697
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,absolute,True,1,1,16,0.0005,0.976434,0.979480,0.976434,0.163650
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,absolute,True,1,2,16,0.0005,0.974195,0.972592,0.974195,0.154927
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,absolute,False,1,1,16,0.0005,0.983278,0.987653,0.983278,0.169826
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,absolute,False,1,2,16,0.0005,0.969745,0.973182,0.969745,0.156350
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,rope,True,1,1,16,0.0005,0.984880,0.978533,0.984880,0.160387
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,True,rope,True,1,2,16,0.0005,0.975394,0.977805,0.975394,0.158866
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,rope,False,1,1,16,0.0005,0.992145,0.991669,0.992145,0.175108
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,True,rope,False,1,2,16,0.0005,0.990440,0.985420,0.990440,0.166704
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,absolute,True,1,1,16,0.0005,0.973341,0.977790,0.973340,0.157268
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,absolute,True,1,2,16,0.0005,0.964256,0.972970,0.964256,0.154838
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,absolute,False,1,1,16,0.0005,0.993818,0.993216,0.993818,0.170364
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,absolute,False,1,2,16,0.0005,0.972498,0.975363,0.972498,0.158320
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,rope,True,1,1,16,0.0005,0.977011,0.966674,0.977011,0.154205
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyFalse_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,1,linear,False,rope,True,1,2,16,0.0005,0.990409,0.979644,0.990409,0.159116
ICL-Markov_V3_O1,L1_H1_D16_linear_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,rope,False,1,1,16,0.0005,0.998961,0.994808,0.998961,0.169098
ICL-Markov_V3_O1,L1_H2_D16_linear_AttnOnlyFalse_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,1,linear,False,rope,False,1,2,16,0.0005,0.977380,0.978232,0.977380,0.160575
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,2,performer,True,absolute,True,2,1,16,0.0005,1.028789,1.033254,1.028789,0.217831
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,2,performer,True,absolute,True,2,2,16,0.0005,1.049921,1.049311,1.049921,0.224852
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,2,performer,True,absolute,False,2,1,16,0.0005,1.053975,1.050626,1.053975,0.226773
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,2,performer,True,absolute,False,2,2,16,0.0005,1.048844,1.054065,1.048844,0.234976
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,2,performer,True,rope,True,2,1,16,0.0005,1.045299,1.047143,1.045299,0.228444
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResTrue_LR0.0005,ICL-Markov,3,2,performer,True,rope,True,2,2,16,0.0005,1.044182,1.047809,1.044182,0.230792
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,2,performer,True,rope,False,2,1,16,0.0005,1.059330,1.062751,1.059330,0.241500
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyTrue_PE-rope_ResFalse_LR0.0005,ICL-Markov,3,2,performer,True,rope,False,2,2,16,0.0005,1.058211,1.060111,1.058211,0.240152
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,2,performer,False,absolute,True,2,1,16,0.0005,1.033446,1.033641,1.033446,0.217298
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyFalse_PE-absolute_ResTrue_LR0.0005,ICL-Markov,3,2,performer,False,absolute,True,2,2,16,0.0005,1.037644,1.035662,1.037644,0.216559
ICL-Markov_V3_O2,L2_H1_D16_performer_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,2,performer,False,absolute,False,2,1,16,0.0005,1.062641,1.056881,1.062641,0.240572
ICL-Markov_V3_O2,L2_H2_D16_performer_AttnOnlyFalse_PE-absolute_ResFalse_LR0.0005,ICL-Markov,3,2,performer,False,absolute,False,2,2,16,0.0005,1.048906,1.051434,1.048906,0.235020
