context_idx,tok=0,tok=1,tok=2
0,0.49527922,0.24732445,0.25739634
1,0.37110618,0.34646663,0.2824272
2,0.36977693,0.27273864,0.35748443
3,0.3309625,0.3880693,0.28096822
4,0.24562232,0.48048306,0.27389464
5,0.2747524,0.38333562,0.341912
6,0.3328723,0.27725658,0.38987115
7,0.27021536,0.3326016,0.39718306
8,0.2698185,0.26592466,0.46425682
