Model_Type,Layers,Heads,PE_Type,Use_Residual,Attention_Only,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
linear,2,1,absolute,True,False,0.0001,1.29241,1.30087,1.29241,0.25696
linear,1,2,absolute,False,True,0.0001,1.24824,1.24721,1.24824,0.25856
linear,1,1,absolute,False,True,0.0001,1.03423,1.03513,1.03423,0.26288
linear,2,2,absolute,True,False,0.0005,1.01889,1.01932,1.01889,0.26411
linear,2,1,rope,False,False,0.0001,0.83196,0.8305,0.83196,0.26561
linear,2,2,absolute,True,True,0.0001,1.23108,1.22626,1.23108,0.26672
linear,2,2,rope,False,False,0.0001,1.26981,1.27364,1.26981,0.27031
linear,1,2,absolute,True,True,3e-05,1.05373,1.04992,1.05373,0.27222
linear,1,1,absolute,True,False,0.0005,1.26483,1.25831,1.26483,0.27487
linear,1,1,absolute,False,True,0.0005,1.11109,1.11131,1.11109,0.27834
linear,2,2,rope,True,False,0.0005,1.35665,1.34523,1.35665,0.27975
linear,1,2,absolute,True,False,3e-05,1.29071,1.29404,1.29071,0.30072
linear,1,2,rope,True,True,0.0005,1.13386,1.134,1.13386,0.33396
linear,1,1,rope,True,False,3e-05,1.21706,1.21689,1.21706,0.34426
linear,2,2,rope,True,True,0.0001,1.32468,1.3324,1.32468,0.34939
linear,1,2,rope,False,True,0.0001,1.40001,1.40285,1.40001,0.35234
linear,1,2,absolute,True,True,0.0001,1.36279,1.35537,1.36279,0.35497
linear,2,1,absolute,False,False,0.0001,1.40155,1.39276,1.40155,0.36103
linear,2,1,absolute,False,True,3e-05,1.35223,1.36964,1.35223,0.36396
linear,1,2,absolute,False,True,3e-05,1.26255,1.2611,1.26255,0.36904
linear,1,1,rope,False,False,3e-05,1.47741,1.47795,1.47741,0.39832
linear,1,1,absolute,True,True,0.0005,1.3654,1.36959,1.3654,0.41123
linear,1,2,rope,True,False,0.0001,1.40497,1.41344,1.40497,0.42551
linear,2,1,rope,False,True,3e-05,1.18976,1.18928,1.18976,0.43713
linear,2,2,absolute,True,True,3e-05,1.23232,1.23377,1.23232,0.43896
linear,1,1,absolute,False,True,3e-05,1.49264,1.48709,1.49264,0.43935
linear,1,2,rope,False,False,0.0005,1.179,1.17528,1.179,0.44648
linear,2,1,absolute,False,False,0.0005,1.37678,1.36798,1.37678,0.45794
linear,2,2,rope,True,True,3e-05,1.32958,1.32484,1.32958,0.46374
linear,2,2,absolute,False,False,0.0005,1.5633,1.54571,1.5633,0.51509
linear,2,2,absolute,False,False,0.0001,1.55086,1.51988,1.55086,0.521
linear,1,1,absolute,False,False,3e-05,1.44536,1.48032,1.44536,0.52334
linear,1,1,absolute,True,False,3e-05,1.16732,1.16627,1.16731,0.52846
linear,1,2,rope,True,False,0.0005,1.48997,1.48259,1.48997,0.55874
linear,2,1,absolute,False,True,0.0005,1.32029,1.32832,1.32029,0.56341
linear,2,2,rope,False,True,0.0001,1.37241,1.3695,1.37241,0.59365
linear,2,1,rope,False,True,0.0005,1.6504,1.64195,1.6504,0.59821
linear,1,2,rope,False,False,0.0001,1.49467,1.48023,1.49467,0.61468
linear,2,1,absolute,False,True,0.0001,1.65096,1.66718,1.65096,0.64077
linear,1,1,rope,True,True,0.0005,1.44857,1.44996,1.44857,0.6459
linear,2,1,rope,False,False,3e-05,1.27037,1.26501,1.27037,0.65879
linear,1,1,absolute,False,False,0.0001,1.54067,1.53942,1.54067,0.76635
linear,1,2,absolute,False,False,3e-05,1.70224,1.69079,1.70224,0.80501
linear,1,2,rope,True,True,0.0001,1.77379,1.7643,1.77379,0.84168
linear,1,1,rope,True,True,0.0001,1.65424,1.66668,1.65424,0.853
linear,2,2,rope,True,False,0.0001,1.97484,1.96212,1.97484,0.95864
linear,1,1,rope,False,True,3e-05,1.7428,1.72281,1.7428,0.96065
linear,2,1,rope,True,False,3e-05,1.70715,1.70284,1.70715,0.96342
linear,1,1,rope,True,False,0.0005,1.87456,1.88484,1.87456,1.02414
linear,2,2,absolute,True,True,0.0005,1.99455,2.02175,1.99455,1.04271
linear,1,2,rope,False,False,3e-05,1.86255,1.87087,1.86255,1.0927
linear,2,1,absolute,True,True,0.0005,2.15509,2.16037,2.15509,1.16099
linear,2,1,rope,False,False,0.0005,1.91549,1.91606,1.91549,1.25271
linear,1,1,absolute,True,True,3e-05,2.10946,2.11312,2.10946,1.31371
linear,1,1,absolute,True,True,0.0001,2.29432,2.29711,2.29432,1.37781
linear,1,2,rope,False,True,0.0005,2.00739,1.98988,2.00739,1.4425
linear,1,2,absolute,False,False,0.0005,3.79639,3.85505,3.79639,2.98595
performer,2,1,rope,False,True,0.0005,1.08016,1.07375,1.08016,0.01968
performer,2,2,rope,False,True,0.0005,1.0956,1.09644,1.0956,0.02071
performer,2,1,absolute,False,False,0.0005,1.10964,1.1109,1.10964,0.02472
performer,2,1,absolute,False,False,0.0001,1.11326,1.1138,1.11326,0.02776
performer,2,1,absolute,True,True,0.0005,0.85609,0.85218,0.85609,0.03611
performer,1,2,rope,True,False,3e-05,1.02269,1.01974,1.02269,0.04452
performer,1,2,rope,True,True,0.0001,1.02607,1.03135,1.02607,0.05571
performer,1,1,absolute,False,True,0.0001,1.10481,1.10181,1.10481,0.05854
performer,1,1,absolute,True,True,0.0005,0.98125,0.98691,0.98125,0.06072
performer,2,2,absolute,False,False,3e-05,0.97162,0.9746,0.97162,0.06877
performer,2,2,rope,False,False,3e-05,1.06986,1.06913,1.06986,0.07351
performer,2,1,absolute,True,True,3e-05,1.10958,1.11746,1.10958,0.0754
performer,1,2,rope,True,True,3e-05,0.96216,0.96818,0.96216,0.08376
performer,2,1,rope,False,True,3e-05,0.9894,0.97301,0.9894,0.08715
performer,2,2,absolute,True,False,0.0005,1.01105,1.01118,1.01105,0.10129
performer,1,1,absolute,True,False,3e-05,0.9446,0.94508,0.9446,0.10277
performer,1,1,rope,True,True,0.0005,0.98759,0.98478,0.98759,0.10432
performer,1,2,rope,True,False,0.0005,1.18951,1.18565,1.18951,0.10803
performer,1,2,absolute,True,False,3e-05,1.12602,1.13066,1.12602,0.11192
performer,2,2,absolute,False,True,0.0005,1.16884,1.17195,1.16884,0.11239
performer,2,2,absolute,True,False,0.0001,1.0038,1.00633,1.0038,0.11894
performer,1,1,rope,True,True,3e-05,1.1375,1.14393,1.1375,0.12054
performer,2,1,rope,False,True,0.0001,0.87461,0.87372,0.87461,0.12488
performer,1,2,absolute,True,True,0.0005,1.04695,1.04603,1.04695,0.1272
performer,1,1,rope,True,False,3e-05,1.11639,1.1115,1.11639,0.13128
performer,2,2,rope,False,True,0.0001,1.17217,1.16905,1.17217,0.13435
performer,2,2,absolute,False,False,0.0005,1.08124,1.06316,1.08124,0.13448
performer,1,2,absolute,False,True,0.0001,1.08612,1.08803,1.08612,0.16726
performer,2,2,absolute,True,True,3e-05,1.17432,1.17663,1.17432,0.16992
performer,1,1,absolute,False,True,0.0005,1.20519,1.19875,1.20519,0.17032
performer,2,2,absolute,False,False,0.0001,1.108,1.0918,1.108,0.17287
performer,1,1,absolute,True,True,0.0001,1.26053,1.24942,1.26053,0.18265
performer,2,1,absolute,True,False,3e-05,1.14156,1.14298,1.14156,0.1857
performer,2,1,absolute,False,True,0.0001,1.19537,1.19365,1.19537,0.18776
performer,1,1,rope,False,False,3e-05,1.23833,1.25664,1.23833,0.19313
performer,2,1,rope,False,False,3e-05,1.16396,1.16953,1.16396,0.20714
performer,2,1,rope,True,False,3e-05,0.47747,0.47726,0.47747,0.20961
performer,1,2,absolute,True,True,0.0001,1.24529,1.2355,1.24529,0.21136
performer,1,1,rope,False,False,0.0005,1.16189,1.152,1.16189,0.23973
performer,1,1,absolute,True,True,3e-05,1.19432,1.19598,1.19432,0.25107
performer,1,1,absolute,True,False,0.0005,1.14537,1.14466,1.14537,0.25382
performer,2,2,rope,True,False,3e-05,1.17755,1.18272,1.17755,0.25411
performer,1,2,absolute,False,True,0.0005,1.14559,1.14423,1.14559,0.2557
performer,1,2,absolute,False,True,3e-05,1.19186,1.20039,1.19186,0.26117
performer,1,2,rope,True,True,0.0005,1.18809,1.18873,1.18809,0.26825
performer,1,1,absolute,False,False,0.0005,1.17104,1.18247,1.17104,0.275
performer,2,2,rope,True,True,0.0005,1.12748,1.11853,1.12748,0.28687
performer,1,1,rope,False,False,0.0001,1.16898,1.17013,1.16898,0.2897
performer,1,2,rope,False,False,0.0005,1.28047,1.30893,1.28047,0.29273
performer,1,2,absolute,False,False,0.0001,1.14642,1.14733,1.14642,0.29849
performer,2,2,rope,False,False,0.0001,1.38994,1.37574,1.38994,0.30053
performer,2,1,rope,True,True,0.0001,1.15047,1.14945,1.15047,0.3061
performer,2,1,absolute,False,True,3e-05,1.36789,1.36537,1.36789,0.31158
performer,1,1,absolute,False,False,0.0001,1.17078,1.17299,1.17078,0.31531
performer,1,1,rope,True,True,0.0001,1.3075,1.3224,1.3075,0.32457
performer,2,1,absolute,False,True,0.0005,1.17657,1.17946,1.17657,0.32656
performer,2,2,rope,True,True,0.0001,0.93007,0.93204,0.93007,0.34241
performer,1,2,rope,False,True,3e-05,1.39051,1.39648,1.39051,0.34483
performer,1,1,rope,True,False,0.0001,1.28477,1.29081,1.28477,0.36167
performer,1,2,absolute,True,True,3e-05,1.26421,1.26757,1.26421,0.36761
performer,2,1,rope,True,False,0.0001,1.1111,1.10847,1.1111,0.38538
performer,2,1,absolute,True,False,0.0005,1.44878,1.45125,1.44878,0.38937
performer,1,1,rope,False,True,0.0001,1.30883,1.30628,1.30883,0.40093
performer,2,1,rope,False,False,0.0005,1.47482,1.47776,1.47482,0.40311
performer,2,2,rope,True,False,0.0001,1.35751,1.37818,1.35751,0.4121
performer,1,2,absolute,False,False,0.0005,1.44281,1.4441,1.44281,0.43265
performer,2,2,absolute,True,True,0.0005,1.25667,1.26055,1.25667,0.43758
performer,1,1,rope,False,True,3e-05,1.17027,1.17134,1.17027,0.43939
performer,1,1,absolute,True,False,0.0001,1.32127,1.32037,1.32127,0.44239
performer,1,1,rope,True,False,0.0005,1.18848,1.19102,1.18848,0.44332
performer,2,2,absolute,True,True,0.0001,1.43808,1.43186,1.43808,0.44371
performer,1,2,rope,False,False,3e-05,1.39072,1.38715,1.39072,0.45421
performer,1,2,rope,False,True,0.0005,1.52752,1.54405,1.52752,0.46599
performer,2,1,rope,False,False,0.0001,1.4484,1.45032,1.4484,0.48314
performer,1,1,absolute,False,True,3e-05,1.25885,1.25845,1.25885,0.4846
performer,1,1,rope,False,True,0.0005,1.4871,1.48516,1.4871,0.48909
performer,2,2,rope,True,True,3e-05,1.57477,1.58852,1.57477,0.52649
performer,2,2,absolute,False,True,0.0001,1.47744,1.49358,1.47744,0.56275
performer,2,1,absolute,True,True,0.0001,1.65526,1.66811,1.65526,0.60451
performer,2,2,rope,False,False,0.0005,1.64406,1.65592,1.64406,0.70591
performer,2,1,absolute,False,False,3e-05,1.59771,1.59148,1.59771,0.71011
performer,2,2,rope,True,False,0.0005,1.71009,1.71687,1.71009,0.76729
performer,2,1,rope,True,True,3e-05,1.2188,1.22287,1.2188,0.81196
performer,2,2,rope,False,True,3e-05,1.57112,1.57816,1.57112,0.85142
performer,2,2,absolute,False,True,3e-05,1.76458,1.77128,1.76458,0.87556
performer,1,2,rope,False,True,0.0001,1.75731,1.75536,1.75731,0.97354
performer,2,1,rope,True,True,0.0005,1.76776,1.77163,1.76776,0.97473
performer,1,1,absolute,False,False,3e-05,1.66681,1.66714,1.66681,1.00264
performer,1,2,absolute,True,False,0.0005,2.07445,2.09061,2.07445,1.18064
performer,1,2,absolute,True,False,0.0001,2.10508,2.15057,2.10508,1.19308
performer,1,2,rope,True,False,0.0001,2.06645,2.08723,2.06645,1.20975
performer,2,1,absolute,True,False,0.0001,2.04567,2.0421,2.04567,1.21661
performer,2,1,rope,True,False,0.0005,2.08775,2.08618,2.08775,1.31666
performer,2,2,absolute,True,False,3e-05,2.46628,2.45584,2.46628,1.42794
performer,1,2,rope,False,False,0.0001,2.10248,2.10791,2.10248,1.56974
performer,1,2,absolute,False,False,3e-05,2.27956,2.28039,2.27956,1.68435
standard,1,2,absolute,False,False,0.0001,0.80058,0.80796,0.80058,0.00891
standard,1,1,absolute,False,False,0.0001,1.09964,1.09781,1.09964,0.00988
standard,2,1,rpe,True,False,0.0005,0.9989,0.99776,0.9989,0.00994
standard,2,2,absolute,False,False,0.0001,0.8588,0.86034,0.8588,0.0139
standard,2,1,absolute,False,True,3e-05,1.07862,1.07545,1.07862,0.01704
standard,1,2,rope,False,True,0.0001,1.1111,1.10572,1.1111,0.0206
standard,2,1,rpe,False,False,3e-05,1.03919,1.03228,1.03919,0.02534
standard,2,1,rope,True,True,0.0005,1.03975,1.0345,1.03975,0.02778
standard,1,1,rpe,True,False,0.0001,0.69467,0.68286,0.69467,0.03003
standard,2,1,rpe,False,False,0.0001,1.02095,1.008,1.02095,0.03126
standard,1,2,rope,True,True,3e-05,1.12739,1.12126,1.12739,0.04148
standard,2,2,absolute,False,True,0.0005,0.91898,0.92474,0.91898,0.04663
standard,2,1,rpe,False,True,3e-05,1.03658,1.03494,1.03658,0.05019
standard,1,2,rpe,False,False,0.0005,1.12731,1.13376,1.12731,0.05111
standard,2,2,absolute,True,True,0.0005,1.03322,1.02582,1.03322,0.0525
standard,1,2,rope,True,False,3e-05,1.07928,1.08276,1.07928,0.05286
standard,2,1,absolute,True,False,3e-05,1.09517,1.09363,1.09517,0.05757
standard,1,1,rope,True,False,3e-05,0.59298,0.5983,0.59298,0.0598
standard,2,2,rope,False,False,0.0001,1.13268,1.1348,1.13268,0.06212
standard,2,1,rope,False,True,0.0005,1.0003,1.00145,1.0003,0.06218
standard,2,1,rope,False,True,0.0001,1.06845,1.07553,1.06845,0.06335
standard,1,2,rope,True,False,0.0001,1.10989,1.11237,1.10989,0.0642
standard,2,1,rpe,False,False,0.0005,1.11995,1.11698,1.11995,0.07023
standard,2,1,rope,False,False,3e-05,1.10281,1.10062,1.10281,0.07058
standard,1,2,rope,True,True,0.0001,1.11031,1.10862,1.11031,0.07075
standard,2,2,absolute,True,True,0.0001,1.11595,1.11598,1.11595,0.07281
standard,1,1,rope,False,True,0.0005,1.06517,1.06463,1.06517,0.07954
standard,2,2,rpe,True,False,3e-05,1.11622,1.11846,1.11622,0.08283
standard,2,2,rpe,False,False,3e-05,1.03071,1.029,1.03071,0.0831
standard,1,2,absolute,True,True,0.0005,1.0775,1.07549,1.0775,0.08489
standard,1,1,absolute,True,True,0.0005,1.12012,1.11882,1.12012,0.08555
standard,2,2,rope,True,True,3e-05,1.14583,1.14458,1.14583,0.08699
standard,2,2,absolute,True,False,0.0005,0.95405,0.9534,0.95405,0.08874
standard,1,2,rope,False,False,0.0001,1.14401,1.12711,1.14401,0.09466
standard,1,2,absolute,False,True,3e-05,1.02095,1.01273,1.02095,0.09526
standard,1,1,absolute,True,False,0.0005,1.12709,1.13406,1.12709,0.10128
standard,2,1,rpe,True,True,0.0001,1.14594,1.14232,1.14594,0.10163
standard,1,2,absolute,True,False,0.0001,1.21365,1.19818,1.21365,0.10517
standard,2,1,rope,True,False,0.0005,1.08747,1.08742,1.08747,0.10608
standard,2,1,absolute,False,False,0.0001,1.15164,1.13198,1.15164,0.11403
standard,2,2,rope,True,False,0.0001,1.20368,1.20364,1.20368,0.11891
standard,1,2,rpe,True,False,3e-05,1.01594,1.01922,1.01594,0.1194
standard,1,1,absolute,True,False,0.0001,1.03395,1.02791,1.03395,0.14062
standard,2,2,absolute,False,True,3e-05,1.05516,1.06097,1.05516,0.14147
standard,2,1,absolute,True,False,0.0001,1.09062,1.09383,1.09062,0.14302
standard,1,1,rpe,True,True,0.0001,1.14264,1.13857,1.14264,0.15144
standard,1,2,absolute,True,True,3e-05,1.16328,1.17366,1.16328,0.15542
standard,2,2,rpe,True,True,3e-05,1.00611,0.98946,1.00611,0.15844
standard,2,2,rope,False,False,3e-05,1.00811,1.00981,1.00811,0.16265
standard,1,2,rpe,False,False,3e-05,1.05962,1.06186,1.05962,0.1776
standard,1,1,absolute,False,False,3e-05,1.22238,1.22732,1.22238,0.17844
standard,2,2,absolute,True,False,3e-05,1.15549,1.15075,1.15549,0.18051
standard,2,2,rope,True,True,0.0001,1.22128,1.22535,1.22128,0.18255
standard,2,1,rope,True,False,3e-05,1.16649,1.14663,1.16649,0.19486
standard,2,2,rpe,False,False,0.0001,1.09903,1.09443,1.09903,0.19782
standard,2,1,rpe,True,False,0.0001,1.20271,1.19521,1.20271,0.19988
standard,2,2,rpe,True,True,0.0005,1.15699,1.15494,1.15699,0.20044
standard,1,2,rpe,True,False,0.0001,1.10094,1.09631,1.10094,0.20448
standard,2,2,rope,True,False,3e-05,1.28096,1.27488,1.28096,0.21161
standard,2,1,rope,False,True,3e-05,1.2188,1.2158,1.2188,0.21581
standard,2,1,absolute,True,False,0.0005,1.07962,1.08637,1.07962,0.21676
standard,1,1,rope,True,False,0.0005,1.29727,1.2891,1.29727,0.21796
standard,1,2,absolute,True,False,3e-05,1.24836,1.24944,1.24836,0.21958
standard,1,1,absolute,True,True,0.0001,1.294,1.29112,1.294,0.22335
standard,1,1,rope,False,False,0.0001,0.97284,0.97671,0.97284,0.22354
standard,1,1,absolute,False,False,0.0005,1.26962,1.26308,1.26962,0.22455
standard,1,1,rpe,True,False,0.0005,1.17784,1.1722,1.17784,0.22817
standard,1,2,rope,False,False,0.0005,1.21016,1.21051,1.21016,0.23621
standard,1,2,rope,False,True,3e-05,1.08489,1.08479,1.08489,0.2378
standard,1,1,absolute,False,True,0.0005,1.21403,1.22379,1.21403,0.25193
standard,2,1,rpe,True,False,3e-05,1.11571,1.10598,1.11571,0.25252
standard,2,2,rpe,False,False,0.0005,1.37231,1.34758,1.37231,0.26177
standard,1,1,rope,False,True,0.0001,1.2504,1.25232,1.2504,0.26314
standard,1,1,rope,False,False,3e-05,1.28422,1.27774,1.28422,0.26593
standard,1,2,rpe,True,False,0.0005,1.33888,1.33175,1.33888,0.26797
standard,2,2,rpe,True,False,0.0005,1.02587,1.02502,1.02587,0.28597
standard,1,1,rope,False,True,3e-05,1.17089,1.18377,1.17089,0.29282
standard,1,1,rpe,True,False,3e-05,1.3066,1.32264,1.3066,0.29423
standard,2,1,rope,True,False,0.0001,1.30571,1.30658,1.30571,0.30294
standard,2,2,rope,False,True,0.0001,1.22259,1.22283,1.22259,0.30335
standard,2,1,rpe,True,True,3e-05,1.1993,1.20691,1.1993,0.30923
standard,1,1,rpe,False,True,0.0001,1.23759,1.23749,1.23759,0.31198
standard,1,2,rpe,True,True,3e-05,1.38403,1.41007,1.38403,0.33198
standard,2,1,rpe,True,True,0.0005,1.32747,1.32869,1.32747,0.35418
standard,1,2,absolute,False,False,3e-05,1.10672,1.10643,1.10672,0.35747
standard,1,2,absolute,False,False,0.0005,1.39422,1.39483,1.39422,0.36365
standard,1,2,rope,True,True,0.0005,1.27738,1.27833,1.27738,0.367
standard,1,2,rpe,False,True,3e-05,1.3136,1.31421,1.3136,0.37085
standard,2,2,rpe,True,False,0.0001,1.32359,1.30853,1.32359,0.37279
standard,2,2,rpe,False,True,0.0005,1.39812,1.41339,1.39812,0.37671
standard,2,2,rpe,False,True,3e-05,1.33281,1.33425,1.33281,0.37712
standard,2,1,absolute,True,True,3e-05,1.30703,1.30499,1.30703,0.38161
standard,2,2,absolute,False,False,0.0005,1.1657,1.16967,1.1657,0.38869
standard,1,2,absolute,False,True,0.0005,1.46879,1.46115,1.46879,0.40461
standard,1,1,rope,True,True,0.0001,1.44498,1.44839,1.44498,0.4082
standard,1,2,rope,False,True,0.0005,0.91518,0.91114,0.91518,0.41547
standard,2,1,rpe,False,True,0.0005,1.37816,1.38186,1.37816,0.42199
standard,1,1,rpe,False,False,0.0005,1.04609,1.04625,1.04609,0.42366
standard,2,2,rope,True,False,0.0005,1.33155,1.33867,1.33155,0.42451
standard,1,1,rope,True,True,0.0005,1.31395,1.31032,1.31395,0.43641
standard,2,1,absolute,True,True,0.0005,1.41505,1.43574,1.41505,0.43658
standard,2,1,rope,True,True,3e-05,1.36332,1.36708,1.36332,0.43789
standard,1,2,rpe,True,True,0.0005,1.49063,1.4971,1.49063,0.43884
standard,1,2,absolute,True,False,0.0005,1.27557,1.2949,1.27557,0.45626
standard,2,2,rpe,True,True,0.0001,1.3598,1.35976,1.3598,0.45706
standard,2,1,rope,True,True,0.0001,1.40663,1.40502,1.40663,0.46384
standard,2,1,absolute,False,False,3e-05,1.58296,1.55232,1.58296,0.47764
standard,2,1,absolute,True,True,0.0001,1.50718,1.50073,1.50718,0.48457
standard,1,2,absolute,False,True,0.0001,1.45542,1.459,1.45542,0.49107
standard,1,2,rpe,False,True,0.0001,1.39837,1.40482,1.39837,0.50232
standard,1,2,rope,True,False,0.0005,1.6133,1.59495,1.6133,0.51021
standard,1,1,rpe,False,False,3e-05,1.37633,1.37416,1.37633,0.51543
standard,1,1,rpe,False,True,3e-05,1.46602,1.45991,1.46602,0.52212
standard,2,1,absolute,False,False,0.0005,1.61603,1.61021,1.61603,0.52612
standard,2,1,rpe,False,True,0.0001,1.61652,1.62232,1.61652,0.53325
standard,1,1,rope,True,False,0.0001,1.6305,1.5954,1.6305,0.53515
standard,1,2,rope,False,False,3e-05,1.56985,1.56914,1.56985,0.5521
standard,1,1,rope,False,False,0.0005,1.4725,1.4751,1.4725,0.55271
standard,2,2,absolute,False,True,0.0001,1.45548,1.4615,1.45548,0.5574
standard,1,2,rpe,False,True,0.0005,1.58656,1.59879,1.58656,0.56136
standard,2,2,rope,False,True,0.0005,1.23815,1.23443,1.23815,0.56229
standard,1,2,rpe,True,True,0.0001,1.42048,1.42505,1.42048,0.56257
standard,2,2,absolute,False,False,3e-05,1.37738,1.37596,1.37738,0.57003
standard,2,1,absolute,False,True,0.0005,1.43123,1.4532,1.43123,0.58441
standard,2,1,rope,False,False,0.0005,1.44677,1.44487,1.44677,0.62948
standard,2,1,rope,False,False,0.0001,1.69088,1.6948,1.69088,0.63699
standard,2,1,absolute,False,True,0.0001,1.45053,1.46224,1.45053,0.64804
standard,1,1,rpe,False,True,0.0005,1.49503,1.49222,1.49503,0.65359
standard,1,2,rpe,False,False,0.0001,1.46607,1.46856,1.46607,0.65678
standard,1,1,absolute,True,True,3e-05,1.51084,1.50436,1.51084,0.66522
standard,1,1,absolute,False,True,3e-05,1.63664,1.63281,1.63664,0.66636
standard,2,2,rope,False,False,0.0005,1.62532,1.65192,1.62532,0.66842
standard,2,2,rope,False,True,3e-05,1.57021,1.5769,1.57021,0.71473
standard,1,1,rpe,True,True,3e-05,1.67639,1.6608,1.67639,0.72161
standard,2,2,rope,True,True,0.0005,1.67939,1.68756,1.67939,0.75567
standard,1,1,absolute,True,False,3e-05,1.83131,1.79501,1.83131,0.80958
standard,1,1,rpe,True,True,0.0005,1.54131,1.53816,1.54131,0.81234
standard,2,2,rpe,False,True,0.0001,1.90647,1.92603,1.90647,0.84637
standard,1,1,rpe,False,False,0.0001,1.91009,1.88689,1.91009,0.85499
standard,2,2,absolute,True,True,3e-05,1.83812,1.85467,1.83812,0.8966
standard,1,1,absolute,False,True,0.0001,1.97905,1.96358,1.97905,1.0202
standard,1,1,rope,True,True,3e-05,1.67155,1.66964,1.67155,1.282
standard,2,2,absolute,True,False,0.0001,2.153,2.16653,2.153,1.40866
standard,1,2,absolute,True,True,0.0001,2.66782,2.6738,2.66782,1.83409
