Dataset_Setting,Model_Type,Layers,Heads,PE_Type,Use_Residual,Attention_Only,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
ICL-Markov_V3_O2,standard,1,2,absolute,False,True,0.0005,1.04359,1.05115,1.04359,0.23713
ICL-Markov_V3_O2,standard,1,2,rope,True,True,0.0001,1.05688,1.05528,1.05688,0.23718
ICL-Markov_V3_O2,standard,2,2,rope,False,False,0.0001,1.05252,1.05902,1.05252,0.23736
ICL-Markov_V3_O2,standard,1,1,rope,True,True,0.0001,1.06294,1.05437,1.06294,0.23737
ICL-Markov_V3_O2,standard,1,2,absolute,True,True,3e-05,1.05049,1.06041,1.05049,0.23741
ICL-Markov_V3_O2,standard,1,2,absolute,True,True,0.0005,1.05145,1.05169,1.05145,0.23744
ICL-Markov_V3_O2,standard,2,1,absolute,False,True,0.0005,1.05387,1.05131,1.05387,0.23768
ICL-Markov_V3_O2,standard,1,2,rpe,False,False,0.0005,1.05489,1.05312,1.05489,0.23787
ICL-Markov_V3_O2,standard,1,2,rope,False,True,0.0001,1.05852,1.06029,1.05852,0.23824
ICL-Markov_V3_O2,standard,2,1,rpe,False,False,0.0005,1.04879,1.05415,1.04879,0.23824
ICL-Markov_V3_O2,standard,2,1,rpe,True,False,0.0001,1.05445,1.05451,1.05445,0.23832
ICL-Markov_V3_O2,standard,2,1,absolute,False,False,0.0001,1.06525,1.05828,1.06525,0.23836
ICL-Markov_V3_O2,standard,1,2,absolute,False,True,3e-05,1.0625,1.06169,1.0625,0.2384
ICL-Markov_V3_O2,standard,2,1,rope,False,False,0.0005,1.05031,1.05037,1.05031,0.23852
ICL-Markov_V3_O2,standard,2,1,rpe,False,False,0.0001,1.06343,1.0618,1.06343,0.2387
ICL-Markov_V3_O2,standard,2,1,absolute,True,True,0.0001,1.05744,1.0555,1.05744,0.23873
ICL-Markov_V3_O2,standard,1,1,absolute,True,True,3e-05,1.0575,1.0569,1.0575,0.23879
ICL-Markov_V3_O2,standard,1,1,rope,True,False,0.0005,1.05096,1.05362,1.05096,0.2388
ICL-Markov_V3_O2,standard,1,1,rpe,True,False,0.0001,1.05971,1.06001,1.05971,0.2388
ICL-Markov_V3_O2,standard,1,1,absolute,False,False,0.0005,1.05645,1.05905,1.05645,0.23882
ICL-Markov_V3_O2,standard,2,1,absolute,True,False,3e-05,1.05569,1.05759,1.05569,0.23909
ICL-Markov_V3_O2,standard,1,1,rope,True,True,0.0005,1.05581,1.05871,1.05581,0.23922
ICL-Markov_V3_O2,standard,1,2,rope,False,False,0.0001,1.05645,1.06121,1.05645,0.23926
ICL-Markov_V3_O2,standard,1,2,absolute,False,False,0.0001,1.06529,1.05854,1.06529,0.23936
ICL-Markov_V3_O2,standard,2,1,absolute,True,False,0.0001,1.05956,1.05727,1.05956,0.2394
ICL-Markov_V3_O2,standard,1,1,absolute,False,True,0.0001,1.05683,1.05837,1.05683,0.23942
ICL-Markov_V3_O2,standard,2,2,absolute,True,False,3e-05,1.05156,1.05606,1.05156,0.23943
ICL-Markov_V3_O2,standard,1,2,rpe,False,True,0.0001,1.06092,1.06245,1.06092,0.23957
ICL-Markov_V3_O2,standard,1,2,rpe,True,False,3e-05,1.06133,1.05898,1.06133,0.23977
ICL-Markov_V3_O2,standard,1,1,absolute,False,True,0.0005,1.05343,1.05659,1.05343,0.23986
ICL-Markov_V3_O2,standard,1,1,rope,True,False,0.0001,1.0591,1.05506,1.0591,0.23989
ICL-Markov_V3_O2,standard,2,2,rope,True,True,3e-05,1.06074,1.06112,1.06074,0.2399
ICL-Markov_V3_O2,standard,2,2,rope,True,False,0.0001,1.05329,1.05812,1.05329,0.23992
ICL-Markov_V3_O2,standard,1,2,absolute,True,False,3e-05,1.06242,1.05809,1.06242,0.24001
ICL-Markov_V3_O2,standard,2,2,rpe,False,False,0.0001,1.0578,1.05864,1.0578,0.24003
ICL-Markov_V3_O2,standard,2,2,rope,True,False,3e-05,1.06048,1.05881,1.06048,0.24008
ICL-Markov_V3_O2,standard,2,1,rpe,False,True,0.0005,1.05939,1.06121,1.05939,0.24022
ICL-Markov_V3_O2,standard,2,1,rope,True,False,0.0001,1.05304,1.05213,1.05304,0.24048
ICL-Markov_V3_O2,standard,1,1,rope,True,True,3e-05,1.0664,1.05917,1.0664,0.24076
ICL-Markov_V3_O2,standard,1,1,rpe,False,True,0.0001,1.05925,1.06205,1.05925,0.24079
ICL-Markov_V3_O2,standard,1,2,absolute,False,False,0.0005,1.05489,1.05334,1.05489,0.24087
ICL-Markov_V3_O2,standard,1,2,absolute,False,False,3e-05,1.06026,1.06023,1.06026,0.24088
ICL-Markov_V3_O2,standard,1,1,rpe,True,True,3e-05,1.05679,1.0573,1.05679,0.2409
ICL-Markov_V3_O2,standard,2,1,rope,False,False,0.0001,1.0624,1.06272,1.0624,0.24097
ICL-Markov_V3_O2,standard,1,1,rope,False,False,0.0001,1.06618,1.06403,1.06618,0.24109
ICL-Markov_V3_O2,standard,1,1,rpe,False,True,3e-05,1.06422,1.06231,1.06422,0.2411
ICL-Markov_V3_O2,standard,2,2,rpe,False,True,3e-05,1.06302,1.06135,1.06302,0.24126
ICL-Markov_V3_O2,standard,2,1,absolute,False,False,3e-05,1.0603,1.06419,1.0603,0.2414
ICL-Markov_V3_O2,standard,1,2,rpe,False,False,3e-05,1.06644,1.06166,1.06644,0.24146
ICL-Markov_V3_O2,standard,2,1,absolute,False,True,0.0001,1.05767,1.05849,1.05767,0.24154
ICL-Markov_V3_O2,standard,1,1,rpe,False,False,0.0001,1.06299,1.06301,1.06299,0.24164
ICL-Markov_V3_O2,standard,2,1,rope,False,True,3e-05,1.06428,1.0645,1.06428,0.2417
ICL-Markov_V3_O2,standard,1,1,rpe,False,True,0.0005,1.05728,1.05962,1.05728,0.24179
ICL-Markov_V3_O2,standard,2,1,rpe,False,True,3e-05,1.06438,1.0631,1.06438,0.24194
ICL-Markov_V3_O2,standard,1,1,absolute,False,True,3e-05,1.05381,1.05617,1.05381,0.242
ICL-Markov_V3_O2,standard,2,2,rpe,False,False,3e-05,1.0647,1.0653,1.0647,0.24223
ICL-Markov_V3_O2,standard,1,1,absolute,False,False,0.0001,1.06451,1.05568,1.06451,0.24227
ICL-Markov_V3_O2,standard,1,2,rpe,True,True,3e-05,1.05958,1.05643,1.05958,0.24228
ICL-Markov_V3_O2,standard,1,1,rope,False,True,0.0001,1.06445,1.06477,1.06445,0.24232
ICL-Markov_V3_O2,standard,2,2,rpe,True,True,3e-05,1.05405,1.0571,1.05405,0.24241
ICL-Markov_V3_O2,standard,1,2,rpe,True,False,0.0001,1.0557,1.05656,1.0557,0.24241
ICL-Markov_V3_O2,standard,2,1,rope,True,False,3e-05,1.06118,1.06105,1.06118,0.24242
ICL-Markov_V3_O2,standard,1,1,rpe,True,True,0.0001,1.05982,1.05677,1.05982,0.24254
ICL-Markov_V3_O2,standard,2,2,rpe,True,False,3e-05,1.0592,1.05771,1.0592,0.24256
ICL-Markov_V3_O2,standard,1,2,rope,False,False,3e-05,1.06002,1.06284,1.06002,0.24266
ICL-Markov_V3_O2,standard,1,2,rpe,False,False,0.0001,1.05133,1.05649,1.05133,0.24273
ICL-Markov_V3_O2,standard,2,1,rope,False,False,3e-05,1.05801,1.06347,1.05801,0.24288
ICL-Markov_V3_O2,standard,2,1,absolute,False,True,3e-05,1.0607,1.0624,1.0607,0.24289
ICL-Markov_V3_O2,standard,2,1,rope,False,True,0.0005,1.06408,1.06061,1.06408,0.24292
ICL-Markov_V3_O2,standard,2,2,rope,False,True,0.0001,1.06608,1.06011,1.06608,0.24317
ICL-Markov_V3_O2,standard,1,1,rpe,False,False,3e-05,1.06608,1.06425,1.06608,0.24321
ICL-Markov_V3_O2,standard,1,1,rope,False,True,3e-05,1.06682,1.06421,1.06682,0.24337
ICL-Markov_V3_O2,standard,2,2,rpe,False,True,0.0001,1.0598,1.05922,1.0598,0.24354
ICL-Markov_V3_O2,standard,2,2,rpe,True,True,0.0001,1.05569,1.05811,1.05569,0.24428
ICL-Markov_V3_O2,standard,2,2,absolute,False,True,0.0001,1.0577,1.05818,1.0577,0.24443
ICL-Markov_V3_O2,standard,2,2,absolute,False,True,3e-05,1.05968,1.06324,1.05968,0.245
ICL-Markov_V3_O2,standard,1,1,rope,False,True,0.0005,1.06132,1.0593,1.06132,0.24513
ICL-Markov_V3_O2,standard,2,1,rpe,False,True,0.0001,1.05768,1.06265,1.05768,0.24523
ICL-Markov_V3_O2,standard,2,1,rope,False,True,0.0001,1.05657,1.0593,1.05657,0.24524
ICL-Markov_V3_O2,standard,1,2,rope,False,True,3e-05,1.06353,1.06109,1.06353,0.24527
ICL-Markov_V3_O2,standard,2,2,absolute,True,True,3e-05,1.04718,1.05461,1.04718,0.24537
ICL-Markov_V3_O2,standard,1,1,rope,False,False,3e-05,1.06084,1.06197,1.06084,0.24565
ICL-Markov_V3_O2,standard,1,1,rpe,True,False,3e-05,1.0582,1.05774,1.0582,0.2459
ICL-Markov_V3_O2,standard,2,2,absolute,False,False,0.0001,1.05563,1.05902,1.05563,0.24597
ICL-Markov_V3_O2,standard,2,2,absolute,False,False,3e-05,1.06102,1.06146,1.06102,0.24601
ICL-Markov_V3_O2,standard,1,2,rpe,False,True,3e-05,1.06683,1.0619,1.06683,0.24744
ICL-Markov_V3_O2,standard,2,1,rpe,False,False,3e-05,1.06456,1.06501,1.06456,0.24787
ICL-Markov_V3_O2,standard,2,2,rope,False,False,3e-05,1.06577,1.06526,1.06577,0.24911
ICL-Markov_V3_O2,standard,2,2,rope,False,True,3e-05,1.06333,1.06242,1.06333,0.25043
Markov_V2_O1,linear,1,2,rope,False,False,3e-05,0.17946,0.17845,0.17946,0.0011
Markov_V2_O1,linear,2,1,rope,False,False,3e-05,0.03209,0.02997,0.03209,0.00558
Markov_V2_O1,linear,2,1,absolute,True,True,0.0001,0.17831,0.18812,0.17831,0.01115
Markov_V2_O1,linear,2,2,rope,False,True,3e-05,0.57495,0.579,0.57495,0.01566
Markov_V2_O1,linear,1,1,absolute,True,True,3e-05,0.56773,0.56175,0.56773,0.02276
Markov_V2_O1,linear,2,2,rope,False,False,0.0005,0.55196,0.55836,0.55196,0.02557
Markov_V2_O1,linear,2,2,absolute,True,True,3e-05,0.29757,0.31653,0.29757,0.02996
Markov_V2_O1,linear,2,1,rope,False,False,0.0001,0.72933,0.73094,0.72933,0.04267
Markov_V2_O1,linear,1,1,rope,False,True,0.0005,0.50315,0.51289,0.50315,0.04507
Markov_V2_O1,linear,2,1,absolute,False,False,0.0001,0.61151,0.60258,0.61151,0.04857
Markov_V2_O1,linear,2,2,absolute,False,False,0.0001,0.58974,0.59037,0.58974,0.05003
Markov_V2_O1,linear,1,2,rope,False,True,3e-05,0.5648,0.58306,0.5648,0.05146
Markov_V2_O1,linear,2,1,absolute,False,False,3e-05,0.49795,0.50054,0.49795,0.07071
Markov_V2_O1,linear,1,2,rope,False,True,0.0001,0.47812,0.46924,0.47812,0.07369
Markov_V2_O1,linear,1,1,rope,True,True,0.0005,0.5205,0.52718,0.5205,0.07627
Markov_V2_O1,linear,1,2,absolute,False,False,3e-05,0.63698,0.63513,0.63698,0.09125
Markov_V2_O1,linear,2,1,rope,False,True,0.0005,0.61334,0.60701,0.61334,0.10984
Markov_V2_O1,linear,1,2,absolute,True,True,3e-05,0.7384,0.739,0.7384,0.11868
Markov_V2_O1,linear,1,2,rope,True,False,0.0005,0.73157,0.72467,0.73157,0.11878
Markov_V2_O1,linear,2,2,rope,False,False,3e-05,0.70301,0.70565,0.70301,0.12703
Markov_V2_O1,linear,2,2,rope,True,False,0.0005,0.73824,0.73596,0.73824,0.1309
Markov_V2_O1,linear,2,1,rope,True,True,0.0005,0.28467,0.28191,0.28467,0.14125
Markov_V2_O1,linear,2,1,absolute,True,False,0.0001,0.67123,0.67151,0.67123,0.14766
Markov_V2_O1,linear,2,2,rope,False,False,0.0001,0.79102,0.79373,0.79102,0.15921
Markov_V2_O1,linear,2,2,rope,True,True,3e-05,0.8392,0.85201,0.8392,0.16842
Markov_V2_O1,linear,2,2,absolute,False,False,0.0005,0.48743,0.48805,0.48743,0.18463
Markov_V2_O1,linear,1,1,absolute,False,True,3e-05,0.90534,0.87769,0.90534,0.19234
Markov_V2_O1,linear,1,2,absolute,False,False,0.0005,0.80566,0.81465,0.80566,0.19307
Markov_V2_O1,linear,1,1,rope,False,False,0.0001,0.79048,0.78868,0.79048,0.19909
Markov_V2_O1,linear,1,1,rope,True,True,0.0001,0.87177,0.87454,0.87177,0.19993
Markov_V2_O1,linear,1,2,absolute,True,False,0.0005,0.52922,0.52708,0.52922,0.20544
Markov_V2_O1,linear,2,2,absolute,False,True,0.0005,0.63416,0.63833,0.63416,0.20748
Markov_V2_O1,linear,1,1,absolute,True,False,0.0001,0.87158,0.87491,0.87158,0.20766
Markov_V2_O1,linear,1,2,absolute,True,True,0.0001,0.86053,0.85507,0.86053,0.21956
Markov_V2_O1,linear,1,1,absolute,False,False,0.0001,0.74387,0.72738,0.74387,0.22638
Markov_V2_O1,linear,2,1,absolute,True,True,3e-05,0.63824,0.63794,0.63824,0.24123
Markov_V2_O1,linear,2,1,absolute,True,False,0.0005,0.90985,0.91828,0.90985,0.24282
Markov_V2_O1,linear,2,2,absolute,True,False,0.0005,0.93831,0.9452,0.93831,0.25535
Markov_V2_O1,linear,2,1,rope,False,False,0.0005,0.8866,0.8932,0.8866,0.25646
Markov_V2_O1,linear,2,1,rope,True,True,0.0001,0.64899,0.64842,0.64899,0.25801
Markov_V2_O1,linear,1,2,absolute,False,True,0.0005,0.7515,0.75349,0.7515,0.26061
Markov_V2_O1,linear,2,2,rope,True,True,0.0005,0.71801,0.72029,0.71801,0.26783
Markov_V2_O1,linear,2,2,absolute,False,True,3e-05,0.81332,0.81012,0.81332,0.30383
Markov_V2_O1,linear,2,2,absolute,True,False,3e-05,1.00609,0.98713,1.00609,0.30813
Markov_V2_O1,linear,2,2,absolute,False,True,0.0001,0.79194,0.78575,0.79194,0.31273
Markov_V2_O1,linear,1,1,absolute,False,True,0.0005,0.91586,0.94321,0.91586,0.31335
Markov_V2_O1,linear,1,1,absolute,True,True,0.0001,0.69761,0.70123,0.69761,0.31357
Markov_V2_O1,linear,2,2,rope,True,False,0.0001,0.89081,0.89689,0.89081,0.34794
Markov_V2_O1,linear,1,2,rope,True,False,3e-05,1.03535,1.04533,1.03535,0.3632
Markov_V2_O1,linear,1,1,absolute,False,True,0.0001,0.99815,0.99198,0.99815,0.3633
Markov_V2_O1,linear,1,1,rope,False,False,0.0005,0.9461,0.96195,0.9461,0.3817
Markov_V2_O1,linear,2,1,rope,False,True,0.0001,1.07129,1.07352,1.07129,0.38399
Markov_V2_O1,linear,1,1,rope,False,True,3e-05,0.48576,0.48521,0.48576,0.38763
Markov_V2_O1,linear,2,2,absolute,True,True,0.0001,0.76458,0.76428,0.76458,0.39684
Markov_V2_O1,linear,2,1,absolute,False,False,0.0005,1.03811,1.02118,1.03811,0.40976
Markov_V2_O1,linear,1,1,rope,True,False,3e-05,0.87615,0.87346,0.87615,0.42083
Markov_V2_O1,linear,2,1,rope,False,True,3e-05,1.0145,1.01454,1.0145,0.43494
Markov_V2_O1,linear,2,1,rope,True,True,3e-05,0.8372,0.83502,0.8372,0.44114
Markov_V2_O1,linear,1,2,absolute,True,False,3e-05,0.63894,0.64507,0.63894,0.45161
Markov_V2_O1,linear,2,2,rope,True,False,3e-05,0.81939,0.81425,0.81939,0.45708
Markov_V2_O1,linear,1,1,absolute,False,False,0.0005,0.69416,0.69414,0.69416,0.46978
Markov_V2_O1,linear,1,1,rope,False,False,3e-05,1.11922,1.07646,1.11922,0.49535
Markov_V2_O1,linear,2,1,rope,True,False,0.0005,1.00151,1.00499,1.00151,0.49978
Markov_V2_O1,linear,1,2,rope,True,True,0.0001,0.66461,0.66426,0.66461,0.50547
Markov_V2_O1,linear,2,1,absolute,True,False,3e-05,0.91317,0.91691,0.91317,0.51989
Markov_V2_O1,linear,1,2,absolute,False,False,0.0001,1.18755,1.18415,1.18755,0.53956
Markov_V2_O1,linear,2,1,absolute,False,True,0.0001,1.24315,1.23814,1.24315,0.65256
Markov_V2_O1,linear,2,2,absolute,False,False,3e-05,1.26168,1.23958,1.26168,0.66154
Markov_V2_O1,linear,2,1,absolute,True,True,0.0005,1.36004,1.35038,1.36004,0.67083
Markov_V2_O1,linear,1,2,absolute,False,True,3e-05,1.26119,1.28392,1.26119,0.68522
Markov_V2_O1,linear,2,2,rope,False,True,0.0001,0.94042,0.93952,0.94042,0.69754
Markov_V2_O1,linear,1,1,rope,True,False,0.0005,1.18609,1.18502,1.18609,0.71013
Markov_V2_O1,linear,1,2,rope,True,True,0.0005,1.20715,1.2126,1.20715,0.71132
Markov_V2_O1,linear,1,1,rope,True,True,3e-05,1.35548,1.3347,1.35548,0.73676
Markov_V2_O1,linear,1,1,rope,True,False,0.0001,0.96896,0.96788,0.96896,0.80448
Markov_V2_O1,linear,1,2,absolute,True,False,0.0001,1.46723,1.45542,1.46723,0.82327
Markov_V2_O1,linear,2,2,rope,False,True,0.0005,1.51758,1.50414,1.51758,0.90344
Markov_V2_O1,linear,2,1,rope,True,False,3e-05,1.0197,1.01846,1.0197,0.94851
Markov_V2_O1,linear,2,2,absolute,True,True,0.0005,1.20426,1.20374,1.20426,1.01246
Markov_V2_O1,linear,1,1,absolute,True,False,3e-05,1.5909,1.59515,1.5909,1.01796
Markov_V2_O1,linear,2,1,absolute,False,True,3e-05,1.23411,1.22594,1.23411,1.05691
Markov_V2_O1,linear,1,1,absolute,False,False,3e-05,1.52618,1.52738,1.52618,1.07771
Markov_V2_O1,linear,1,2,absolute,False,True,0.0001,1.77373,1.82434,1.77373,1.13635
Markov_V2_O1,linear,1,2,rope,False,True,0.0005,1.73959,1.75938,1.73959,1.16886
Markov_V2_O1,linear,1,2,absolute,True,True,0.0005,1.82959,1.81077,1.82959,1.17454
Markov_V2_O1,linear,1,2,rope,True,False,0.0001,1.45115,1.4508,1.45115,1.21312
Markov_V2_O1,linear,2,2,absolute,True,False,0.0001,1.56476,1.57227,1.56476,1.24498
Markov_V2_O1,linear,2,1,absolute,False,True,0.0005,1.57357,1.57241,1.57357,1.27706
Markov_V2_O1,linear,1,2,rope,False,False,0.0005,1.87068,1.8788,1.87068,1.35915
Markov_V2_O1,linear,2,2,rope,True,True,0.0001,1.88556,1.88662,1.88556,1.4458
Markov_V2_O1,linear,1,1,rope,False,True,0.0001,2.12565,2.16263,2.12565,1.52314
Markov_V2_O1,linear,1,2,rope,False,False,0.0001,2.17944,2.17635,2.17944,1.5317
Markov_V2_O1,linear,1,1,absolute,True,False,0.0005,1.81416,1.81373,1.81416,1.68747
Markov_V2_O1,linear,2,1,rope,True,False,0.0001,2.02216,2.03224,2.02216,1.8284
Markov_V2_O1,linear,1,1,absolute,True,True,0.0005,2.53074,2.5608,2.53074,1.98192
Markov_V2_O1,linear,1,2,rope,True,True,3e-05,2.2866,2.27902,2.2866,2.16616
Markov_V2_O1,performer,2,2,absolute,True,True,0.0005,0.66155,0.66237,0.66155,0.01308
Markov_V2_O1,performer,2,1,rope,True,False,3e-05,0.19971,0.20103,0.19971,0.01717
Markov_V2_O1,performer,1,1,absolute,True,False,0.0001,0.68762,0.6878,0.68762,0.022
Markov_V2_O1,performer,1,1,absolute,False,True,0.0005,0.59768,0.61242,0.59768,0.04015
Markov_V2_O1,performer,1,1,rope,False,False,0.0001,0.50365,0.50522,0.50365,0.04119
Markov_V2_O1,performer,2,2,rope,True,True,0.0005,0.60104,0.60932,0.60104,0.0419
Markov_V2_O1,performer,1,1,rope,False,True,3e-05,0.73303,0.73718,0.73303,0.04492
Markov_V2_O1,performer,2,2,rope,False,False,0.0001,0.65864,0.65333,0.65864,0.05066
Markov_V2_O1,performer,1,1,rope,False,True,0.0001,0.52729,0.51167,0.52729,0.0571
Markov_V2_O1,performer,1,2,absolute,False,False,0.0001,0.69103,0.69149,0.69103,0.05762
Markov_V2_O1,performer,2,1,absolute,True,False,0.0001,0.62204,0.62605,0.62204,0.06062
Markov_V2_O1,performer,1,1,rope,True,True,0.0001,0.54502,0.54232,0.54502,0.07205
Markov_V2_O1,performer,2,1,absolute,True,False,3e-05,0.41367,0.41164,0.41367,0.07284
Markov_V2_O1,performer,1,1,absolute,True,False,0.0005,0.72397,0.72321,0.72397,0.07477
Markov_V2_O1,performer,2,1,absolute,True,True,0.0001,0.42432,0.41345,0.42432,0.08235
Markov_V2_O1,performer,2,1,rope,True,True,3e-05,0.72575,0.73291,0.72575,0.08903
Markov_V2_O1,performer,1,2,absolute,False,True,0.0005,0.72393,0.72494,0.72393,0.09261
Markov_V2_O1,performer,2,2,absolute,False,True,0.0001,0.54421,0.52874,0.5442,0.09265
Markov_V2_O1,performer,1,1,absolute,True,True,0.0001,0.71649,0.741,0.71649,0.10526
Markov_V2_O1,performer,2,2,rope,True,True,3e-05,0.56142,0.57923,0.56142,0.10628
Markov_V2_O1,performer,1,2,rope,True,False,0.0001,0.62294,0.62339,0.62294,0.12002
Markov_V2_O1,performer,2,1,rope,False,False,0.0005,0.65042,0.66173,0.65042,0.12128
Markov_V2_O1,performer,2,1,absolute,True,True,0.0005,0.71288,0.69783,0.71288,0.13571
Markov_V2_O1,performer,1,2,absolute,True,True,3e-05,0.54929,0.5483,0.54929,0.14736
Markov_V2_O1,performer,1,2,rope,True,True,0.0001,0.34886,0.34917,0.34886,0.14789
Markov_V2_O1,performer,1,2,rope,True,True,0.0005,0.6906,0.69354,0.6906,0.14825
Markov_V2_O1,performer,2,1,absolute,False,False,0.0005,0.7097,0.70594,0.7097,0.15027
Markov_V2_O1,performer,1,2,rope,True,False,3e-05,0.81258,0.81134,0.81258,0.1552
Markov_V2_O1,performer,2,1,absolute,False,True,0.0005,0.63595,0.63373,0.63595,0.17699
Markov_V2_O1,performer,2,2,absolute,False,True,0.0005,0.70653,0.70941,0.70653,0.18067
Markov_V2_O1,performer,2,1,rope,True,True,0.0001,0.75513,0.74894,0.75513,0.18975
Markov_V2_O1,performer,1,1,rope,True,False,3e-05,0.87451,0.87048,0.87451,0.1977
Markov_V2_O1,performer,2,2,absolute,True,True,3e-05,0.85842,0.86836,0.85842,0.20508
Markov_V2_O1,performer,2,2,absolute,True,False,0.0001,0.67819,0.68016,0.67819,0.21072
Markov_V2_O1,performer,2,2,rope,True,False,0.0001,0.83176,0.83016,0.83176,0.21742
Markov_V2_O1,performer,2,1,absolute,False,False,0.0001,0.85017,0.86646,0.85017,0.23168
Markov_V2_O1,performer,2,2,absolute,True,False,0.0005,0.49513,0.49666,0.49513,0.23229
Markov_V2_O1,performer,2,1,absolute,True,True,3e-05,0.85988,0.86301,0.85988,0.24256
Markov_V2_O1,performer,1,2,absolute,False,False,0.0005,0.69494,0.70308,0.69494,0.24392
Markov_V2_O1,performer,1,1,rope,False,False,3e-05,0.92513,0.93057,0.92513,0.2481
Markov_V2_O1,performer,2,2,rope,False,False,3e-05,0.93789,0.92004,0.93789,0.25041
Markov_V2_O1,performer,2,1,absolute,False,False,3e-05,0.61235,0.6126,0.61235,0.2576
Markov_V2_O1,performer,1,2,rope,False,False,0.0001,0.83923,0.83819,0.83923,0.26114
Markov_V2_O1,performer,2,1,rope,False,True,0.0005,0.71305,0.71256,0.71305,0.26659
Markov_V2_O1,performer,2,2,absolute,False,False,0.0005,0.71104,0.71209,0.71104,0.27499
Markov_V2_O1,performer,1,1,rope,True,False,0.0005,0.71424,0.7172,0.71424,0.28533
Markov_V2_O1,performer,2,2,rope,False,True,0.0005,0.88129,0.87562,0.88129,0.31307
Markov_V2_O1,performer,1,2,absolute,True,False,3e-05,0.8588,0.86304,0.8588,0.31888
Markov_V2_O1,performer,2,2,absolute,False,False,3e-05,0.95141,0.95849,0.95141,0.32259
Markov_V2_O1,performer,2,1,rope,False,False,0.0001,0.9893,0.96862,0.9893,0.34509
Markov_V2_O1,performer,2,1,rope,True,True,0.0005,0.93453,0.97393,0.93453,0.3826
Markov_V2_O1,performer,2,2,rope,True,False,0.0005,0.91528,0.94504,0.91528,0.39037
Markov_V2_O1,performer,1,1,rope,True,True,3e-05,0.81677,0.81768,0.81677,0.39578
Markov_V2_O1,performer,1,2,rope,False,True,0.0001,0.76158,0.76432,0.76158,0.39645
Markov_V2_O1,performer,1,1,absolute,True,True,3e-05,0.90614,0.9061,0.90614,0.40224
Markov_V2_O1,performer,1,2,absolute,False,True,3e-05,1.05972,1.06299,1.05972,0.40622
Markov_V2_O1,performer,1,1,rope,True,False,0.0001,1.05394,1.07448,1.05394,0.41504
Markov_V2_O1,performer,1,2,rope,True,True,3e-05,0.96357,0.98956,0.96357,0.46356
Markov_V2_O1,performer,2,1,rope,False,True,0.0001,0.9205,0.93576,0.9205,0.47138
Markov_V2_O1,performer,2,1,absolute,False,True,3e-05,1.05344,1.05225,1.05344,0.48527
Markov_V2_O1,performer,2,1,rope,True,False,0.0005,1.1175,1.10695,1.1175,0.48797
Markov_V2_O1,performer,1,1,rope,False,True,0.0005,0.80362,0.8114,0.80362,0.4922
Markov_V2_O1,performer,1,2,absolute,True,True,0.0001,0.70468,0.6993,0.70468,0.49463
Markov_V2_O1,performer,1,1,absolute,False,False,3e-05,0.8915,0.88714,0.8915,0.51023
Markov_V2_O1,performer,2,2,rope,False,False,0.0005,1.05478,1.05064,1.05478,0.51739
Markov_V2_O1,performer,2,1,rope,True,False,0.0001,1.1096,1.09314,1.1096,0.5529
Markov_V2_O1,performer,1,2,absolute,True,False,0.0001,0.93965,0.94402,0.93965,0.62223
Markov_V2_O1,performer,1,2,absolute,True,False,0.0005,1.18621,1.1868,1.18621,0.62333
Markov_V2_O1,performer,2,2,rope,True,False,3e-05,0.91626,0.91535,0.91626,0.63672
Markov_V2_O1,performer,1,2,absolute,False,False,3e-05,1.14389,1.13627,1.14389,0.63994
Markov_V2_O1,performer,1,2,absolute,True,True,0.0005,0.99631,0.99839,0.99631,0.66348
Markov_V2_O1,performer,1,2,rope,False,True,0.0005,1.30578,1.28037,1.30578,0.67685
Markov_V2_O1,performer,2,1,absolute,False,True,0.0001,0.85052,0.85424,0.85052,0.69026
Markov_V2_O1,performer,2,1,absolute,True,False,0.0005,1.29712,1.32676,1.29712,0.6905
Markov_V2_O1,performer,1,1,rope,False,False,0.0005,1.17667,1.18406,1.17667,0.69774
Markov_V2_O1,performer,2,2,absolute,False,True,3e-05,1.37948,1.37365,1.37948,0.71037
Markov_V2_O1,performer,1,2,rope,False,True,3e-05,1.26809,1.278,1.26809,0.72758
Markov_V2_O1,performer,2,1,rope,False,False,3e-05,1.30287,1.29615,1.30287,0.7829
Markov_V2_O1,performer,1,2,rope,True,False,0.0005,1.36031,1.36899,1.36031,0.83609
Markov_V2_O1,performer,2,1,rope,False,True,3e-05,1.37383,1.36627,1.37383,0.923
Markov_V2_O1,performer,1,1,absolute,False,False,0.0005,1.17414,1.1721,1.17414,0.94002
Markov_V2_O1,performer,1,1,absolute,False,False,0.0001,1.22178,1.23278,1.22178,0.97596
Markov_V2_O1,performer,2,2,rope,False,True,0.0001,1.65069,1.63962,1.65069,0.98935
Markov_V2_O1,performer,1,1,absolute,True,True,0.0005,1.54622,1.57584,1.54622,1.10712
Markov_V2_O1,performer,1,2,absolute,False,True,0.0001,1.49094,1.50021,1.49094,1.19928
Markov_V2_O1,performer,1,1,rope,True,True,0.0005,1.78939,1.7739,1.78939,1.21043
Markov_V2_O1,performer,1,2,rope,False,False,3e-05,1.91216,1.93814,1.91216,1.32941
Markov_V2_O1,performer,2,2,absolute,False,False,0.0001,1.9172,1.92918,1.9172,1.42705
