Dataset_Setting,Model_Type,Layers,Heads,PE_Type,Use_Residual,Attention_Only,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
ICL-Markov_V2_O2,linear,1,1,absolute,False,True,0.0001,0.6159,0.61837,0.6159,0.14369
ICL-Markov_V2_O2,linear,2,2,absolute,False,False,3e-05,0.61659,0.61536,0.61659,0.14369
ICL-Markov_V2_O2,linear,1,1,rope,False,False,0.0001,0.61041,0.60849,0.61041,0.14373
ICL-Markov_V2_O2,linear,1,1,absolute,False,True,3e-05,0.61383,0.61033,0.61383,0.1438
ICL-Markov_V2_O2,linear,1,1,rope,False,True,3e-05,0.61224,0.61278,0.61224,0.14582
ICL-Markov_V2_O2,linear,1,2,absolute,False,False,3e-05,0.61649,0.61274,0.61649,0.14601
ICL-Markov_V2_O2,linear,2,1,absolute,False,False,3e-05,0.61581,0.61783,0.61581,0.14905
ICL-Markov_V2_O2,linear,2,1,absolute,False,True,0.0001,0.61467,0.61738,0.61467,0.14907
ICL-Markov_V2_O2,linear,2,2,absolute,False,True,3e-05,0.61705,0.61696,0.61705,0.14975
ICL-Markov_V2_O2,linear,2,1,absolute,False,True,3e-05,0.61367,0.61981,0.61367,0.15143
ICL-Markov_V2_O2,linear,2,2,rope,False,False,3e-05,0.62698,0.62648,0.62698,0.15149
ICL-Markov_V2_O2,linear,2,2,rope,False,True,3e-05,0.62554,0.62065,0.62554,0.15179
ICL-Markov_V2_O2,linear,2,1,rope,False,True,3e-05,0.60985,0.61695,0.60985,0.15189
ICL-Markov_V2_O2,linear,2,1,rope,False,False,3e-05,0.62885,0.62456,0.62885,0.1529
ICL-Markov_V2_O2,performer,2,1,absolute,True,False,0.0005,0.56429,0.56603,0.56429,0.09651
ICL-Markov_V2_O2,performer,2,2,absolute,True,False,0.0005,0.56974,0.56708,0.56974,0.1013
ICL-Markov_V2_O2,performer,2,2,absolute,True,True,0.0005,0.57377,0.56995,0.57377,0.10338
ICL-Markov_V2_O2,performer,2,1,absolute,True,True,0.0005,0.58186,0.57646,0.58186,0.10629
ICL-Markov_V2_O2,performer,2,2,rope,True,False,0.0005,0.57887,0.57556,0.57887,0.10901
ICL-Markov_V2_O2,performer,2,2,rope,True,True,0.0005,0.57859,0.58267,0.57859,0.1101
ICL-Markov_V2_O2,performer,2,2,absolute,False,True,0.0005,0.57691,0.58202,0.57691,0.11166
ICL-Markov_V2_O2,performer,2,1,rope,True,False,0.0005,0.59089,0.58893,0.59089,0.1156
ICL-Markov_V2_O2,performer,2,2,absolute,False,False,0.0005,0.58552,0.58146,0.58552,0.11567
ICL-Markov_V2_O2,performer,2,2,rope,False,True,0.0005,0.57532,0.58279,0.57532,0.11643
ICL-Markov_V2_O2,performer,2,1,rope,True,True,0.0005,0.58978,0.58962,0.58978,0.11683
ICL-Markov_V2_O2,performer,2,1,rope,True,False,0.0001,0.59675,0.59215,0.59675,0.12107
ICL-Markov_V2_O2,performer,2,1,absolute,False,False,0.0005,0.58808,0.58742,0.58808,0.12114
ICL-Markov_V2_O2,performer,2,2,absolute,True,False,0.0001,0.57798,0.58478,0.57798,0.12218
ICL-Markov_V2_O2,performer,2,1,absolute,True,True,0.0001,0.59338,0.59623,0.59338,0.12265
ICL-Markov_V2_O2,performer,2,2,rope,False,False,0.0005,0.59132,0.5901,0.59132,0.12272
ICL-Markov_V2_O2,performer,1,2,absolute,False,False,0.0005,0.59021,0.59669,0.59021,0.12537
ICL-Markov_V2_O2,performer,2,1,rope,True,True,0.0001,0.60233,0.59567,0.60233,0.12541
ICL-Markov_V2_O2,performer,2,2,absolute,False,True,0.0001,0.59742,0.59074,0.59742,0.12555
ICL-Markov_V2_O2,performer,2,2,absolute,False,False,0.0001,0.59345,0.59352,0.59345,0.126
ICL-Markov_V2_O2,performer,1,2,absolute,True,True,0.0005,0.59791,0.60012,0.59791,0.12662
ICL-Markov_V2_O2,performer,1,1,absolute,False,True,0.0005,0.60355,0.60216,0.60355,0.12673
ICL-Markov_V2_O2,performer,2,2,rope,False,False,0.0001,0.60154,0.59826,0.60154,0.12754
ICL-Markov_V2_O2,performer,1,1,absolute,True,True,0.0005,0.60372,0.604,0.60372,0.12787
ICL-Markov_V2_O2,performer,1,1,absolute,True,True,0.0001,0.60651,0.59949,0.60651,0.12791
ICL-Markov_V2_O2,performer,1,1,absolute,True,False,0.0005,0.59876,0.59848,0.59876,0.12821
ICL-Markov_V2_O2,performer,2,1,absolute,True,False,0.0001,0.59492,0.60044,0.59492,0.12848
ICL-Markov_V2_O2,performer,1,1,absolute,False,True,0.0001,0.59878,0.59863,0.59878,0.1291
ICL-Markov_V2_O2,performer,1,2,absolute,True,True,0.0001,0.59304,0.5972,0.59303,0.12912
ICL-Markov_V2_O2,performer,1,1,rope,True,False,0.0005,0.60297,0.59856,0.60297,0.12966
ICL-Markov_V2_O2,performer,2,2,absolute,True,True,0.0001,0.59782,0.60026,0.59782,0.12988
ICL-Markov_V2_O2,performer,1,2,absolute,False,True,0.0001,0.60974,0.60524,0.60974,0.13056
ICL-Markov_V2_O2,performer,2,2,rope,False,True,0.0001,0.5995,0.60142,0.5995,0.13057
ICL-Markov_V2_O2,performer,1,2,rope,False,True,0.0005,0.60159,0.59979,0.60159,0.13062
ICL-Markov_V2_O2,performer,1,1,rope,True,True,0.0005,0.6055,0.60779,0.6055,0.13072
ICL-Markov_V2_O2,performer,1,2,absolute,False,True,0.0005,0.59884,0.60291,0.59884,0.13089
ICL-Markov_V2_O2,performer,1,2,absolute,True,False,0.0005,0.60403,0.59743,0.60403,0.13097
ICL-Markov_V2_O2,performer,1,2,absolute,False,False,0.0001,0.60144,0.59963,0.60144,0.13143
ICL-Markov_V2_O2,performer,2,1,absolute,False,True,0.0005,0.61047,0.60371,0.61047,0.13148
ICL-Markov_V2_O2,performer,2,1,rope,False,True,0.0005,0.58969,0.60284,0.58969,0.13185
ICL-Markov_V2_O2,performer,1,1,rope,False,True,0.0005,0.60252,0.60152,0.60252,0.132
ICL-Markov_V2_O2,performer,2,2,rope,True,False,0.0001,0.60146,0.60398,0.60146,0.13244
ICL-Markov_V2_O2,performer,1,1,rope,True,False,3e-05,0.6076,0.60273,0.6076,0.1325
ICL-Markov_V2_O2,performer,1,2,absolute,True,False,0.0001,0.6047,0.60435,0.6047,0.1325
ICL-Markov_V2_O2,performer,2,2,rope,True,True,0.0001,0.59865,0.6045,0.59865,0.13265
ICL-Markov_V2_O2,performer,1,2,rope,True,False,0.0001,0.60261,0.60324,0.60261,0.13301
ICL-Markov_V2_O2,performer,2,2,absolute,True,True,3e-05,0.59521,0.60121,0.59521,0.13336
ICL-Markov_V2_O2,performer,1,1,absolute,True,False,3e-05,0.59903,0.60268,0.59903,0.13347
ICL-Markov_V2_O2,performer,1,2,rope,True,True,0.0005,0.60298,0.59925,0.60298,0.13357
ICL-Markov_V2_O2,performer,1,2,absolute,True,False,3e-05,0.60598,0.6017,0.60598,0.13382
ICL-Markov_V2_O2,performer,2,2,rope,True,False,3e-05,0.60319,0.60576,0.60319,0.13386
ICL-Markov_V2_O2,performer,1,2,rope,True,False,3e-05,0.60243,0.60533,0.60242,0.13392
ICL-Markov_V2_O2,performer,2,1,absolute,True,False,3e-05,0.59919,0.60192,0.59919,0.13396
ICL-Markov_V2_O2,performer,1,1,rope,False,False,0.0001,0.59995,0.60367,0.59995,0.13419
ICL-Markov_V2_O2,performer,1,1,rope,True,True,3e-05,0.59768,0.60521,0.59768,0.13432
ICL-Markov_V2_O2,performer,1,2,rope,False,False,0.0005,0.59742,0.60233,0.59742,0.13436
ICL-Markov_V2_O2,performer,1,1,absolute,False,False,0.0005,0.59879,0.60336,0.59879,0.13464
ICL-Markov_V2_O2,performer,1,1,absolute,True,True,3e-05,0.60075,0.60633,0.60075,0.13465
ICL-Markov_V2_O2,performer,1,2,rope,True,False,0.0005,0.60718,0.60475,0.60718,0.13483
ICL-Markov_V2_O2,performer,2,1,rope,False,False,0.0001,0.60235,0.60527,0.60235,0.1349
ICL-Markov_V2_O2,performer,1,1,rope,False,False,0.0005,0.59676,0.60646,0.59676,0.13499
ICL-Markov_V2_O2,performer,2,1,rope,True,True,3e-05,0.60566,0.60469,0.60566,0.13501
ICL-Markov_V2_O2,performer,2,2,rope,False,False,3e-05,0.60379,0.60369,0.60379,0.13504
ICL-Markov_V2_O2,performer,2,1,rope,True,False,3e-05,0.60321,0.60733,0.60321,0.13522
ICL-Markov_V2_O2,performer,2,1,absolute,True,True,3e-05,0.6051,0.6044,0.6051,0.13555
ICL-Markov_V2_O2,performer,2,2,absolute,True,False,3e-05,0.60786,0.60526,0.60786,0.13556
ICL-Markov_V2_O2,performer,1,1,rope,False,True,0.0001,0.61541,0.61016,0.61541,0.13563
ICL-Markov_V2_O2,performer,2,1,absolute,False,False,0.0001,0.60145,0.59957,0.60145,0.13574
ICL-Markov_V2_O2,performer,2,2,rope,True,True,3e-05,0.60502,0.60396,0.60502,0.13612
ICL-Markov_V2_O2,performer,1,1,rope,True,False,0.0001,0.60517,0.60661,0.60517,0.13638
ICL-Markov_V2_O2,performer,1,1,absolute,False,False,3e-05,0.60933,0.60835,0.60933,0.13657
ICL-Markov_V2_O2,performer,1,1,absolute,True,False,0.0001,0.60538,0.60951,0.60538,0.13662
ICL-Markov_V2_O2,performer,1,2,rope,False,False,0.0001,0.60895,0.6102,0.60895,0.13681
ICL-Markov_V2_O2,performer,1,2,absolute,True,True,3e-05,0.6063,0.60753,0.6063,0.13689
ICL-Markov_V2_O2,performer,1,2,rope,False,True,0.0001,0.60021,0.61059,0.60021,0.13698
ICL-Markov_V2_O2,performer,2,1,absolute,False,False,3e-05,0.61208,0.60594,0.61208,0.13713
ICL-Markov_V2_O2,performer,1,2,rope,True,True,0.0001,0.6213,0.61032,0.6213,0.13761
ICL-Markov_V2_O2,performer,2,1,rope,False,False,0.0005,0.61278,0.60857,0.61278,0.13782
ICL-Markov_V2_O2,performer,1,2,rope,True,True,3e-05,0.6139,0.60781,0.6139,0.13796
ICL-Markov_V2_O2,performer,1,1,absolute,False,False,0.0001,0.60386,0.60738,0.60386,0.13833
ICL-Markov_V2_O2,performer,2,1,rope,False,True,0.0001,0.60791,0.61041,0.60791,0.13882
ICL-Markov_V2_O2,performer,1,2,absolute,False,False,3e-05,0.61251,0.6124,0.61251,0.13888
ICL-Markov_V2_O2,performer,1,1,rope,True,True,0.0001,0.59869,0.60394,0.59869,0.13916
ICL-Markov_V2_O2,performer,2,1,absolute,False,True,3e-05,0.62014,0.61071,0.62014,0.1404
ICL-Markov_V2_O2,performer,2,1,absolute,False,True,0.0001,0.61105,0.61037,0.61105,0.14067
ICL-Markov_V2_O2,performer,2,2,absolute,False,False,3e-05,0.60834,0.60977,0.60834,0.14132
ICL-Markov_V2_O2,performer,2,2,rope,False,True,3e-05,0.61275,0.60996,0.61275,0.14189
ICL-Markov_V2_O2,performer,1,1,rope,False,True,3e-05,0.61714,0.61302,0.61714,0.1422
ICL-Markov_V2_O2,performer,1,2,rope,False,True,3e-05,0.61969,0.61821,0.61969,0.1427
ICL-Markov_V2_O2,performer,2,1,rope,False,False,3e-05,0.60946,0.61155,0.60946,0.14271
ICL-Markov_V2_O2,performer,1,1,rope,False,False,3e-05,0.60746,0.60917,0.60746,0.14315
ICL-Markov_V2_O2,performer,2,1,rope,False,True,3e-05,0.60929,0.61419,0.60929,0.14381
ICL-Markov_V2_O2,performer,1,2,rope,False,False,3e-05,0.62085,0.61752,0.62085,0.14419
ICL-Markov_V2_O2,performer,1,1,absolute,False,True,3e-05,0.62005,0.6147,0.62005,0.1442
ICL-Markov_V2_O2,performer,1,2,absolute,False,True,3e-05,0.60055,0.6132,0.60055,0.14428
ICL-Markov_V2_O2,performer,2,2,absolute,False,True,3e-05,0.60886,0.6117,0.60886,0.14544
ICL-Markov_V2_O2,standard,2,2,rpe,True,False,0.0005,0.48788,0.49584,0.48788,0.02607
ICL-Markov_V2_O2,standard,2,2,rpe,True,True,0.0005,0.4894,0.49637,0.4894,0.03123
ICL-Markov_V2_O2,standard,2,1,rpe,True,False,0.0005,0.51582,0.5099,0.51582,0.03715
ICL-Markov_V2_O2,standard,2,1,rpe,True,True,0.0005,0.52322,0.53046,0.52322,0.06236
ICL-Markov_V2_O2,standard,2,1,rope,True,False,0.0005,0.53197,0.53806,0.53197,0.06917
ICL-Markov_V2_O2,standard,2,1,absolute,True,False,0.0005,0.55259,0.55521,0.55259,0.08572
ICL-Markov_V2_O2,standard,2,1,rope,True,True,0.0005,0.55592,0.55894,0.55592,0.09218
ICL-Markov_V2_O2,standard,2,2,rope,False,False,0.0005,0.57367,0.57151,0.57367,0.09505
ICL-Markov_V2_O2,standard,2,2,rpe,False,True,0.0005,0.56137,0.5621,0.56137,0.09812
ICL-Markov_V2_O2,standard,2,2,absolute,True,False,0.0005,0.56665,0.57106,0.56665,0.10408
ICL-Markov_V2_O2,standard,1,2,rpe,True,False,0.0005,0.56638,0.57481,0.56638,0.10524
ICL-Markov_V2_O2,standard,2,2,rope,True,True,0.0005,0.56159,0.57313,0.56159,0.10562
ICL-Markov_V2_O2,standard,1,2,rope,True,False,0.0005,0.57174,0.57319,0.57174,0.10761
ICL-Markov_V2_O2,standard,2,1,rope,True,False,0.0001,0.58576,0.57797,0.58576,0.11
ICL-Markov_V2_O2,standard,2,2,rope,True,False,0.0001,0.57182,0.58133,0.57182,0.11294
ICL-Markov_V2_O2,standard,2,2,absolute,False,True,0.0005,0.57616,0.57619,0.57616,0.11294
ICL-Markov_V2_O2,standard,2,2,rope,True,True,0.0001,0.58501,0.58725,0.58501,0.11423
ICL-Markov_V2_O2,standard,2,2,rope,True,False,0.0005,0.59055,0.58356,0.59055,0.11488
ICL-Markov_V2_O2,standard,2,1,absolute,True,True,0.0005,0.58635,0.58692,0.58635,0.11574
ICL-Markov_V2_O2,standard,2,2,rope,False,True,0.0005,0.6036,0.58673,0.6036,0.11666
ICL-Markov_V2_O2,standard,2,1,rope,False,False,0.0005,0.59383,0.58971,0.59383,0.11725
ICL-Markov_V2_O2,standard,1,2,rpe,False,False,0.0005,0.59292,0.59314,0.59292,0.11813
ICL-Markov_V2_O2,standard,1,2,rpe,True,True,0.0005,0.59122,0.58868,0.59122,0.1188
ICL-Markov_V2_O2,standard,2,2,rpe,False,False,0.0005,0.59094,0.59142,0.59094,0.11983
ICL-Markov_V2_O2,standard,1,1,rpe,True,False,0.0005,0.59386,0.59509,0.59386,0.12194
ICL-Markov_V2_O2,standard,2,1,rpe,False,True,0.0005,0.59932,0.59693,0.59932,0.12224
ICL-Markov_V2_O2,standard,1,2,rpe,False,True,0.0005,0.59301,0.59119,0.59301,0.12243
ICL-Markov_V2_O2,standard,1,2,rope,False,False,0.0005,0.58975,0.59626,0.58975,0.12325
ICL-Markov_V2_O2,standard,1,1,rpe,True,True,0.0005,0.59433,0.59454,0.59433,0.12337
ICL-Markov_V2_O2,standard,2,1,rpe,False,False,0.0005,0.60222,0.59806,0.60222,0.12348
ICL-Markov_V2_O2,standard,2,2,absolute,True,True,0.0005,0.58802,0.58755,0.58802,0.12369
ICL-Markov_V2_O2,standard,2,1,rpe,True,False,0.0001,0.59114,0.5942,0.59114,0.12448
ICL-Markov_V2_O2,standard,1,1,rope,False,False,0.0005,0.59687,0.59994,0.59687,0.12464
ICL-Markov_V2_O2,standard,2,1,rope,True,True,0.0001,0.59858,0.59808,0.59858,0.12624
ICL-Markov_V2_O2,standard,2,2,rpe,True,False,0.0001,0.5959,0.59701,0.5959,0.12702
ICL-Markov_V2_O2,standard,1,1,rpe,False,False,0.0005,0.59036,0.59355,0.59036,0.12802
ICL-Markov_V2_O2,standard,2,2,absolute,True,True,0.0001,0.60292,0.60032,0.60292,0.12842
ICL-Markov_V2_O2,standard,2,2,absolute,False,True,0.0001,0.59782,0.60086,0.59782,0.12853
ICL-Markov_V2_O2,standard,1,2,absolute,False,False,0.0001,0.60052,0.59817,0.60052,0.12868
ICL-Markov_V2_O2,standard,2,2,absolute,False,False,0.0005,0.60685,0.59954,0.60685,0.12883
ICL-Markov_V2_O2,standard,1,1,absolute,True,False,0.0005,0.59686,0.59741,0.59686,0.12905
ICL-Markov_V2_O2,standard,2,1,absolute,False,True,0.0005,0.60556,0.60479,0.60556,0.12957
ICL-Markov_V2_O2,standard,1,2,absolute,True,False,0.0005,0.59483,0.59929,0.59483,0.12968
ICL-Markov_V2_O2,standard,1,1,absolute,True,False,0.0001,0.60544,0.60578,0.60544,0.12988
ICL-Markov_V2_O2,standard,1,2,absolute,False,True,0.0001,0.60838,0.60074,0.60838,0.13004
ICL-Markov_V2_O2,standard,1,1,rope,True,True,0.0001,0.59635,0.60133,0.59635,0.13016
ICL-Markov_V2_O2,standard,1,1,absolute,False,False,0.0005,0.59464,0.60004,0.59464,0.13019
ICL-Markov_V2_O2,standard,1,1,rope,True,False,0.0001,0.59957,0.60224,0.59957,0.1303
ICL-Markov_V2_O2,standard,1,1,absolute,True,True,0.0005,0.60083,0.60011,0.60083,0.13033
ICL-Markov_V2_O2,standard,1,1,absolute,False,True,0.0005,0.59181,0.60154,0.59181,0.13078
ICL-Markov_V2_O2,standard,1,1,rope,True,True,3e-05,0.60118,0.60436,0.60118,0.131
ICL-Markov_V2_O2,standard,1,2,rope,False,True,0.0005,0.60985,0.59888,0.60985,0.13101
ICL-Markov_V2_O2,standard,1,1,rope,True,False,3e-05,0.6007,0.60687,0.6007,0.13101
ICL-Markov_V2_O2,standard,1,2,absolute,False,True,0.0005,0.59939,0.60235,0.59939,0.13108
ICL-Markov_V2_O2,standard,2,2,absolute,True,True,3e-05,0.59889,0.60022,0.59889,0.13122
ICL-Markov_V2_O2,standard,2,1,absolute,True,True,0.0001,0.60284,0.60218,0.60284,0.13132
ICL-Markov_V2_O2,standard,2,1,rpe,True,True,3e-05,0.60052,0.59923,0.60052,0.13137
ICL-Markov_V2_O2,standard,2,2,absolute,True,False,3e-05,0.59406,0.59717,0.59406,0.13142
ICL-Markov_V2_O2,standard,2,1,rope,True,True,3e-05,0.60186,0.60402,0.60186,0.13158
ICL-Markov_V2_O2,standard,1,1,rpe,False,True,0.0005,0.60479,0.60344,0.60479,0.13216
ICL-Markov_V2_O2,standard,1,1,rope,False,True,0.0005,0.60688,0.60612,0.60688,0.13227
ICL-Markov_V2_O2,standard,2,2,rpe,False,True,0.0001,0.60389,0.60476,0.60389,0.13245
ICL-Markov_V2_O2,standard,1,1,rope,True,True,0.0005,0.59575,0.60252,0.59575,0.13253
ICL-Markov_V2_O2,standard,1,2,absolute,False,False,0.0005,0.60871,0.60076,0.60871,0.1326
ICL-Markov_V2_O2,standard,2,1,absolute,True,False,0.0001,0.59926,0.60342,0.59926,0.1326
ICL-Markov_V2_O2,standard,2,1,absolute,True,False,3e-05,0.60921,0.606,0.60921,0.13262
ICL-Markov_V2_O2,standard,1,2,rope,True,False,0.0001,0.60379,0.6046,0.60379,0.13266
ICL-Markov_V2_O2,standard,1,2,absolute,True,True,0.0001,0.59635,0.59972,0.59635,0.13277
ICL-Markov_V2_O2,standard,2,2,rpe,True,True,0.0001,0.59817,0.59799,0.59817,0.13283
ICL-Markov_V2_O2,standard,2,2,rope,False,True,0.0001,0.59995,0.6052,0.59995,0.13306
ICL-Markov_V2_O2,standard,1,2,absolute,True,True,0.0005,0.60804,0.60686,0.60804,0.13319
ICL-Markov_V2_O2,standard,2,1,absolute,True,True,3e-05,0.59657,0.59977,0.59657,0.13335
ICL-Markov_V2_O2,standard,1,2,rope,False,True,0.0001,0.59869,0.60711,0.59869,0.13359
ICL-Markov_V2_O2,standard,1,2,rpe,True,True,0.0001,0.60341,0.59884,0.60341,0.13367
ICL-Markov_V2_O2,standard,2,2,rope,False,False,0.0001,0.59144,0.6,0.59144,0.13371
ICL-Markov_V2_O2,standard,1,1,rpe,True,False,3e-05,0.6059,0.60793,0.6059,0.13375
ICL-Markov_V2_O2,standard,2,2,absolute,False,False,0.0001,0.60688,0.60197,0.60688,0.13384
ICL-Markov_V2_O2,standard,1,1,rpe,True,False,0.0001,0.60686,0.60592,0.60686,0.13384
ICL-Markov_V2_O2,standard,2,2,absolute,True,False,0.0001,0.61032,0.60474,0.61032,0.13396
ICL-Markov_V2_O2,standard,2,1,rope,True,False,3e-05,0.5994,0.60234,0.5994,0.13408
ICL-Markov_V2_O2,standard,2,2,rpe,False,False,0.0001,0.59344,0.6019,0.59344,0.13413
ICL-Markov_V2_O2,standard,1,2,rope,True,False,3e-05,0.60966,0.60676,0.60966,0.1342
ICL-Markov_V2_O2,standard,1,2,rpe,True,False,0.0001,0.60404,0.60021,0.60404,0.13443
ICL-Markov_V2_O2,standard,2,1,absolute,False,False,0.0005,0.60865,0.60214,0.60865,0.13449
ICL-Markov_V2_O2,standard,2,1,rpe,True,True,0.0001,0.60252,0.60546,0.60252,0.13472
ICL-Markov_V2_O2,standard,1,2,rope,True,True,0.0001,0.59584,0.60027,0.59584,0.13494
ICL-Markov_V2_O2,standard,1,2,absolute,True,False,0.0001,0.61216,0.6065,0.61216,0.13503
ICL-Markov_V2_O2,standard,2,2,rpe,True,False,3e-05,0.60028,0.6037,0.60028,0.13512
ICL-Markov_V2_O2,standard,1,1,absolute,True,True,0.0001,0.59411,0.60234,0.59411,0.13525
ICL-Markov_V2_O2,standard,1,2,rpe,False,False,0.0001,0.61032,0.6053,0.61032,0.13531
ICL-Markov_V2_O2,standard,2,2,rope,True,False,3e-05,0.59678,0.59912,0.59678,0.13535
ICL-Markov_V2_O2,standard,1,2,rpe,True,False,3e-05,0.59972,0.60464,0.59972,0.13551
ICL-Markov_V2_O2,standard,1,2,rpe,False,True,0.0001,0.59927,0.60887,0.59927,0.13581
ICL-Markov_V2_O2,standard,2,1,rpe,True,False,3e-05,0.60365,0.60405,0.60365,0.13582
ICL-Markov_V2_O2,standard,1,1,absolute,False,True,0.0001,0.60287,0.604,0.60287,0.13583
ICL-Markov_V2_O2,standard,1,1,absolute,True,False,3e-05,0.60915,0.60685,0.60915,0.13588
ICL-Markov_V2_O2,standard,2,1,rpe,False,False,0.0001,0.60559,0.60837,0.60559,0.13641
ICL-Markov_V2_O2,standard,1,1,rope,True,False,0.0005,0.60907,0.60716,0.60907,0.13668
ICL-Markov_V2_O2,standard,2,1,absolute,False,True,0.0001,0.61,0.60815,0.61,0.13708
ICL-Markov_V2_O2,standard,1,2,rope,False,False,3e-05,0.61142,0.61163,0.61142,0.13714
ICL-Markov_V2_O2,standard,1,2,absolute,True,False,3e-05,0.60267,0.60122,0.60267,0.13738
ICL-Markov_V2_O2,standard,1,2,rope,True,True,3e-05,0.60593,0.60724,0.60593,0.13739
ICL-Markov_V2_O2,standard,2,2,rpe,True,True,3e-05,0.60699,0.60842,0.60699,0.13767
ICL-Markov_V2_O2,standard,1,2,rope,False,False,0.0001,0.59796,0.60556,0.59796,0.13768
ICL-Markov_V2_O2,standard,1,1,rpe,True,True,0.0001,0.60689,0.60498,0.60689,0.13772
ICL-Markov_V2_O2,standard,2,1,rope,False,False,0.0001,0.60343,0.60021,0.60343,0.13772
ICL-Markov_V2_O2,standard,1,1,absolute,True,True,3e-05,0.60651,0.60478,0.60651,0.13774
ICL-Markov_V2_O2,standard,1,1,absolute,False,False,0.0001,0.59377,0.60285,0.59377,0.13783
ICL-Markov_V2_O2,standard,1,2,absolute,True,True,3e-05,0.60466,0.61008,0.60466,0.1385
ICL-Markov_V2_O2,standard,1,1,rpe,False,True,0.0001,0.61274,0.61029,0.61274,0.1389
ICL-Markov_V2_O2,standard,1,1,rpe,True,True,3e-05,0.61705,0.61035,0.61705,0.13892
ICL-Markov_V2_O2,standard,2,1,rope,False,True,0.0005,0.61764,0.60861,0.61764,0.13898
ICL-Markov_V2_O2,standard,1,1,rope,False,False,0.0001,0.60993,0.60597,0.60993,0.13947
ICL-Markov_V2_O2,standard,1,1,rope,False,True,0.0001,0.60728,0.60885,0.60728,0.1395
ICL-Markov_V2_O2,standard,1,2,rpe,True,True,3e-05,0.60673,0.60413,0.60673,0.13955
ICL-Markov_V2_O2,standard,1,1,absolute,False,False,3e-05,0.61892,0.60949,0.61892,0.13993
ICL-Markov_V2_O2,standard,1,1,rpe,False,False,0.0001,0.60221,0.60962,0.60221,0.14006
ICL-Markov_V2_O2,standard,2,2,rope,True,True,3e-05,0.60962,0.61042,0.60962,0.14019
ICL-Markov_V2_O2,standard,2,1,rpe,False,False,3e-05,0.60637,0.60794,0.60637,0.14066
ICL-Markov_V2_O2,standard,2,2,rpe,False,False,3e-05,0.60773,0.61034,0.60773,0.14069
ICL-Markov_V2_O2,standard,2,2,rope,False,True,3e-05,0.6151,0.61165,0.6151,0.14083
ICL-Markov_V2_O2,standard,2,2,absolute,False,False,3e-05,0.60569,0.61423,0.60569,0.14115
ICL-Markov_V2_O2,standard,2,1,rpe,False,True,0.0001,0.61365,0.60892,0.61365,0.14127
ICL-Markov_V2_O2,standard,2,1,rope,False,True,3e-05,0.60472,0.60474,0.60472,0.14133
ICL-Markov_V2_O2,standard,2,1,rpe,False,True,3e-05,0.61018,0.61157,0.61018,0.14197
ICL-Markov_V2_O2,standard,2,2,absolute,False,True,3e-05,0.60665,0.60626,0.60665,0.14224
ICL-Markov_V2_O2,standard,1,1,absolute,False,True,3e-05,0.61257,0.61162,0.61257,0.14229
ICL-Markov_V2_O2,standard,1,1,rope,False,True,3e-05,0.61312,0.61557,0.61312,0.14243
ICL-Markov_V2_O2,standard,1,1,rpe,False,False,3e-05,0.60521,0.61068,0.60521,0.14253
ICL-Markov_V2_O2,standard,2,2,rope,False,False,3e-05,0.60962,0.61309,0.60962,0.14306
ICL-Markov_V2_O2,standard,2,2,rpe,False,True,3e-05,0.60996,0.60842,0.60996,0.14318
ICL-Markov_V2_O2,standard,1,2,rope,True,True,0.0005,0.62656,0.62028,0.62656,0.14353
ICL-Markov_V2_O2,standard,2,1,rope,False,True,0.0001,0.61836,0.61109,0.61836,0.1439
ICL-Markov_V2_O2,standard,2,1,absolute,False,True,3e-05,0.613,0.61145,0.613,0.14398
ICL-Markov_V2_O2,standard,1,2,rope,False,True,3e-05,0.60451,0.60969,0.60451,0.14401
ICL-Markov_V2_O2,standard,2,1,rope,False,False,3e-05,0.61122,0.61329,0.61122,0.14472
ICL-Markov_V2_O2,standard,1,2,rpe,False,False,3e-05,0.61208,0.61611,0.61208,0.14481
ICL-Markov_V2_O2,standard,1,2,absolute,False,False,3e-05,0.61554,0.61237,0.61554,0.14676
ICL-Markov_V2_O2,standard,1,2,absolute,False,True,3e-05,0.61558,0.61646,0.61558,0.14733
ICL-Markov_V2_O2,standard,2,1,absolute,False,False,3e-05,0.61332,0.61515,0.61332,0.1479
ICL-Markov_V2_O2,standard,1,1,rope,False,False,3e-05,0.61578,0.61589,0.61578,0.14862
ICL-Markov_V2_O2,standard,1,2,rpe,False,True,3e-05,0.62374,0.6176,0.62374,0.14908
ICL-Markov_V2_O2,standard,2,1,absolute,False,False,0.0001,0.6136,0.6154,0.6136,0.14937
ICL-Markov_V2_O2,standard,1,1,rpe,False,True,3e-05,0.61467,0.61615,0.61467,0.14977
ICL-Markov_V3_O1,linear,2,2,absolute,True,True,0.0005,0.93097,0.93093,0.93097,0.11208
ICL-Markov_V3_O1,linear,2,2,absolute,False,True,0.0005,0.93985,0.9369,0.93985,0.11296
ICL-Markov_V3_O1,linear,2,2,rope,True,True,0.0005,0.94481,0.95382,0.94481,0.13546
ICL-Markov_V3_O1,linear,2,1,absolute,True,False,0.0005,0.9584,0.95761,0.9584,0.13885
ICL-Markov_V3_O1,linear,2,2,rope,True,False,0.0005,0.96634,0.96438,0.96634,0.1426
