Model_Type,Layers,Heads,PE_Type,Use_Residual,Attention_Only,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
linear,1,2,absolute,False,False,0.0005,0.80566,0.81465,0.80566,0.19307
linear,1,1,rope,False,False,0.0001,0.79048,0.78868,0.79048,0.19909
linear,1,1,rope,True,True,0.0001,0.87177,0.87454,0.87177,0.19993
linear,1,2,absolute,True,False,0.0005,0.52922,0.52708,0.52922,0.20544
linear,2,2,absolute,False,True,0.0005,0.63416,0.63833,0.63416,0.20748
linear,1,1,absolute,True,False,0.0001,0.87158,0.87491,0.87158,0.20766
linear,1,2,absolute,True,True,0.0001,0.86053,0.85507,0.86053,0.21956
linear,1,1,absolute,False,False,0.0001,0.74387,0.72738,0.74387,0.22638
linear,2,1,absolute,True,True,3e-05,0.63824,0.63794,0.63824,0.24123
linear,2,1,absolute,True,False,0.0005,0.90985,0.91828,0.90985,0.24282
linear,2,2,absolute,True,False,0.0005,0.93831,0.9452,0.93831,0.25535
linear,2,1,rope,False,False,0.0005,0.8866,0.8932,0.8866,0.25646
linear,2,1,rope,True,True,0.0001,0.64899,0.64842,0.64899,0.25801
linear,1,2,absolute,False,True,0.0005,0.7515,0.75349,0.7515,0.26061
linear,2,2,rope,True,True,0.0005,0.71801,0.72029,0.71801,0.26783
linear,2,2,absolute,False,True,3e-05,0.81332,0.81012,0.81332,0.30383
linear,2,2,absolute,True,False,3e-05,1.00609,0.98713,1.00609,0.30813
linear,2,2,absolute,False,True,0.0001,0.79194,0.78575,0.79194,0.31273
linear,1,1,absolute,False,True,0.0005,0.91586,0.94321,0.91586,0.31335
linear,1,1,absolute,True,True,0.0001,0.69761,0.70123,0.69761,0.31357
linear,2,2,rope,True,False,0.0001,0.89081,0.89689,0.89081,0.34794
linear,1,2,rope,True,False,3e-05,1.03535,1.04533,1.03535,0.3632
linear,1,1,absolute,False,True,0.0001,0.99815,0.99198,0.99815,0.3633
linear,1,1,rope,False,False,0.0005,0.9461,0.96195,0.9461,0.3817
linear,2,1,rope,False,True,0.0001,1.07129,1.07352,1.07129,0.38399
linear,1,1,rope,False,True,3e-05,0.48576,0.48521,0.48576,0.38763
linear,2,2,absolute,True,True,0.0001,0.76458,0.76428,0.76458,0.39684
linear,2,1,absolute,False,False,0.0005,1.03811,1.02118,1.03811,0.40976
linear,1,1,rope,True,False,3e-05,0.87615,0.87346,0.87615,0.42083
linear,2,1,rope,False,True,3e-05,1.0145,1.01454,1.0145,0.43494
linear,2,1,rope,True,True,3e-05,0.8372,0.83502,0.8372,0.44114
linear,1,2,absolute,True,False,3e-05,0.63894,0.64507,0.63894,0.45161
linear,2,2,rope,True,False,3e-05,0.81939,0.81425,0.81939,0.45708
linear,1,1,absolute,False,False,0.0005,0.69416,0.69414,0.69416,0.46978
linear,1,1,rope,False,False,3e-05,1.11922,1.07646,1.11922,0.49535
linear,2,1,rope,True,False,0.0005,1.00151,1.00499,1.00151,0.49978
linear,1,2,rope,True,True,0.0001,0.66461,0.66426,0.66461,0.50547
linear,2,1,absolute,True,False,3e-05,0.91317,0.91691,0.91317,0.51989
linear,1,2,absolute,False,False,0.0001,1.18755,1.18415,1.18755,0.53956
linear,2,1,absolute,False,True,0.0001,1.24315,1.23814,1.24315,0.65256
linear,2,2,absolute,False,False,3e-05,1.26168,1.23958,1.26168,0.66154
linear,2,1,absolute,True,True,0.0005,1.36004,1.35038,1.36004,0.67083
linear,1,2,absolute,False,True,3e-05,1.26119,1.28392,1.26119,0.68522
linear,2,2,rope,False,True,0.0001,0.94042,0.93952,0.94042,0.69754
linear,1,1,rope,True,False,0.0005,1.18609,1.18502,1.18609,0.71013
linear,1,2,rope,True,True,0.0005,1.20715,1.2126,1.20715,0.71132
linear,1,1,rope,True,True,3e-05,1.35548,1.3347,1.35548,0.73676
linear,1,1,rope,True,False,0.0001,0.96896,0.96788,0.96896,0.80448
linear,1,2,absolute,True,False,0.0001,1.46723,1.45542,1.46723,0.82327
linear,2,2,rope,False,True,0.0005,1.51758,1.50414,1.51758,0.90344
linear,2,1,rope,True,False,3e-05,1.0197,1.01846,1.0197,0.94851
linear,2,2,absolute,True,True,0.0005,1.20426,1.20374,1.20426,1.01246
linear,1,1,absolute,True,False,3e-05,1.5909,1.59515,1.5909,1.01796
linear,2,1,absolute,False,True,3e-05,1.23411,1.22594,1.23411,1.05691
linear,1,1,absolute,False,False,3e-05,1.52618,1.52738,1.52618,1.07771
linear,1,2,absolute,False,True,0.0001,1.77373,1.82434,1.77373,1.13635
linear,1,2,rope,False,True,0.0005,1.73959,1.75938,1.73959,1.16886
linear,1,2,absolute,True,True,0.0005,1.82959,1.81077,1.82959,1.17454
linear,1,2,rope,True,False,0.0001,1.45115,1.4508,1.45115,1.21312
linear,2,2,absolute,True,False,0.0001,1.56476,1.57227,1.56476,1.24498
linear,2,1,absolute,False,True,0.0005,1.57357,1.57241,1.57357,1.27706
linear,1,2,rope,False,False,0.0005,1.87068,1.8788,1.87068,1.35915
linear,2,2,rope,True,True,0.0001,1.88556,1.88662,1.88556,1.4458
linear,1,1,rope,False,True,0.0001,2.12565,2.16263,2.12565,1.52314
linear,1,2,rope,False,False,0.0001,2.17944,2.17635,2.17944,1.5317
linear,1,1,absolute,True,False,0.0005,1.81416,1.81373,1.81416,1.68747
linear,2,1,rope,True,False,0.0001,2.02216,2.03224,2.02216,1.8284
linear,1,1,absolute,True,True,0.0005,2.53074,2.5608,2.53074,1.98192
linear,1,2,rope,True,True,3e-05,2.2866,2.27902,2.2866,2.16616
performer,2,2,absolute,True,True,0.0005,0.66155,0.66237,0.66155,0.01308
performer,2,1,rope,True,False,3e-05,0.19971,0.20103,0.19971,0.01717
performer,1,1,absolute,True,False,0.0001,0.68762,0.6878,0.68762,0.022
performer,1,1,absolute,False,True,0.0005,0.59768,0.61242,0.59768,0.04015
performer,1,1,rope,False,False,0.0001,0.50365,0.50522,0.50365,0.04119
performer,2,2,rope,True,True,0.0005,0.60104,0.60932,0.60104,0.0419
performer,1,1,rope,False,True,3e-05,0.73303,0.73718,0.73303,0.04492
performer,2,2,rope,False,False,0.0001,0.65864,0.65333,0.65864,0.05066
performer,1,1,rope,False,True,0.0001,0.52729,0.51167,0.52729,0.0571
performer,1,2,absolute,False,False,0.0001,0.69103,0.69149,0.69103,0.05762
performer,2,1,absolute,True,False,0.0001,0.62204,0.62605,0.62204,0.06062
performer,1,1,rope,True,True,0.0001,0.54502,0.54232,0.54502,0.07205
performer,2,1,absolute,True,False,3e-05,0.41367,0.41164,0.41367,0.07284
performer,1,1,absolute,True,False,0.0005,0.72397,0.72321,0.72397,0.07477
performer,2,1,absolute,True,True,0.0001,0.42432,0.41345,0.42432,0.08235
performer,2,1,rope,True,True,3e-05,0.72575,0.73291,0.72575,0.08903
performer,1,2,absolute,False,True,0.0005,0.72393,0.72494,0.72393,0.09261
performer,2,2,absolute,False,True,0.0001,0.54421,0.52874,0.5442,0.09265
performer,1,1,absolute,True,True,0.0001,0.71649,0.741,0.71649,0.10526
performer,2,2,rope,True,True,3e-05,0.56142,0.57923,0.56142,0.10628
performer,1,2,rope,True,False,0.0001,0.62294,0.62339,0.62294,0.12002
performer,2,1,rope,False,False,0.0005,0.65042,0.66173,0.65042,0.12128
performer,2,1,absolute,True,True,0.0005,0.71288,0.69783,0.71288,0.13571
performer,1,2,absolute,True,True,3e-05,0.54929,0.5483,0.54929,0.14736
performer,1,2,rope,True,True,0.0001,0.34886,0.34917,0.34886,0.14789
performer,1,2,rope,True,True,0.0005,0.6906,0.69354,0.6906,0.14825
performer,2,1,absolute,False,False,0.0005,0.7097,0.70594,0.7097,0.15027
performer,1,2,rope,True,False,3e-05,0.81258,0.81134,0.81258,0.1552
performer,2,1,absolute,False,True,0.0005,0.63595,0.63373,0.63595,0.17699
performer,2,2,absolute,False,True,0.0005,0.70653,0.70941,0.70653,0.18067
performer,2,1,rope,True,True,0.0001,0.75513,0.74894,0.75513,0.18975
performer,1,1,rope,True,False,3e-05,0.87451,0.87048,0.87451,0.1977
performer,2,2,absolute,True,True,3e-05,0.85842,0.86836,0.85842,0.20508
performer,2,2,absolute,True,False,0.0001,0.67819,0.68016,0.67819,0.21072
performer,2,2,rope,True,False,0.0001,0.83176,0.83016,0.83176,0.21742
performer,2,1,absolute,False,False,0.0001,0.85017,0.86646,0.85017,0.23168
performer,2,2,absolute,True,False,0.0005,0.49513,0.49666,0.49513,0.23229
performer,2,1,absolute,True,True,3e-05,0.85988,0.86301,0.85988,0.24256
performer,1,2,absolute,False,False,0.0005,0.69494,0.70308,0.69494,0.24392
performer,1,1,rope,False,False,3e-05,0.92513,0.93057,0.92513,0.2481
performer,2,2,rope,False,False,3e-05,0.93789,0.92004,0.93789,0.25041
performer,2,1,absolute,False,False,3e-05,0.61235,0.6126,0.61235,0.2576
performer,1,2,rope,False,False,0.0001,0.83923,0.83819,0.83923,0.26114
performer,2,1,rope,False,True,0.0005,0.71305,0.71256,0.71305,0.26659
performer,2,2,absolute,False,False,0.0005,0.71104,0.71209,0.71104,0.27499
performer,1,1,rope,True,False,0.0005,0.71424,0.7172,0.71424,0.28533
performer,2,2,rope,False,True,0.0005,0.88129,0.87562,0.88129,0.31307
performer,1,2,absolute,True,False,3e-05,0.8588,0.86304,0.8588,0.31888
performer,2,2,absolute,False,False,3e-05,0.95141,0.95849,0.95141,0.32259
performer,2,1,rope,False,False,0.0001,0.9893,0.96862,0.9893,0.34509
performer,2,1,rope,True,True,0.0005,0.93453,0.97393,0.93453,0.3826
performer,2,2,rope,True,False,0.0005,0.91528,0.94504,0.91528,0.39037
performer,1,1,rope,True,True,3e-05,0.81677,0.81768,0.81677,0.39578
performer,1,2,rope,False,True,0.0001,0.76158,0.76432,0.76158,0.39645
performer,1,1,absolute,True,True,3e-05,0.90614,0.9061,0.90614,0.40224
performer,1,2,absolute,False,True,3e-05,1.05972,1.06299,1.05972,0.40622
performer,1,1,rope,True,False,0.0001,1.05394,1.07448,1.05394,0.41504
performer,1,2,rope,True,True,3e-05,0.96357,0.98956,0.96357,0.46356
performer,2,1,rope,False,True,0.0001,0.9205,0.93576,0.9205,0.47138
performer,2,1,absolute,False,True,3e-05,1.05344,1.05225,1.05344,0.48527
performer,2,1,rope,True,False,0.0005,1.1175,1.10695,1.1175,0.48797
performer,1,1,rope,False,True,0.0005,0.80362,0.8114,0.80362,0.4922
performer,1,2,absolute,True,True,0.0001,0.70468,0.6993,0.70468,0.49463
performer,1,1,absolute,False,False,3e-05,0.8915,0.88714,0.8915,0.51023
performer,2,2,rope,False,False,0.0005,1.05478,1.05064,1.05478,0.51739
performer,2,1,rope,True,False,0.0001,1.1096,1.09314,1.1096,0.5529
performer,1,2,absolute,True,False,0.0001,0.93965,0.94402,0.93965,0.62223
performer,1,2,absolute,True,False,0.0005,1.18621,1.1868,1.18621,0.62333
performer,2,2,rope,True,False,3e-05,0.91626,0.91535,0.91626,0.63672
performer,1,2,absolute,False,False,3e-05,1.14389,1.13627,1.14389,0.63994
performer,1,2,absolute,True,True,0.0005,0.99631,0.99839,0.99631,0.66348
performer,1,2,rope,False,True,0.0005,1.30578,1.28037,1.30578,0.67685
performer,2,1,absolute,False,True,0.0001,0.85052,0.85424,0.85052,0.69026
performer,2,1,absolute,True,False,0.0005,1.29712,1.32676,1.29712,0.6905
performer,1,1,rope,False,False,0.0005,1.17667,1.18406,1.17667,0.69774
performer,2,2,absolute,False,True,3e-05,1.37948,1.37365,1.37948,0.71037
performer,1,2,rope,False,True,3e-05,1.26809,1.278,1.26809,0.72758
performer,2,1,rope,False,False,3e-05,1.30287,1.29615,1.30287,0.7829
performer,1,2,rope,True,False,0.0005,1.36031,1.36899,1.36031,0.83609
performer,2,1,rope,False,True,3e-05,1.37383,1.36627,1.37383,0.923
performer,1,1,absolute,False,False,0.0005,1.17414,1.1721,1.17414,0.94002
performer,1,1,absolute,False,False,0.0001,1.22178,1.23278,1.22178,0.97596
performer,2,2,rope,False,True,0.0001,1.65069,1.63962,1.65069,0.98935
performer,1,1,absolute,True,True,0.0005,1.54622,1.57584,1.54622,1.10712
performer,1,2,absolute,False,True,0.0001,1.49094,1.50021,1.49094,1.19928
performer,1,1,rope,True,True,0.0005,1.78939,1.7739,1.78939,1.21043
performer,1,2,rope,False,False,3e-05,1.91216,1.93814,1.91216,1.32941
performer,2,2,absolute,False,False,0.0001,1.9172,1.92918,1.9172,1.42705
performer,2,2,rope,True,True,0.0001,2.00365,2.01668,2.00365,1.48896
performer,2,2,rope,False,True,3e-05,1.69339,1.70395,1.69339,1.50061
performer,2,2,absolute,True,False,3e-05,1.83833,1.84785,1.83833,1.52668
performer,1,1,absolute,False,True,3e-05,1.93757,1.94548,1.93757,1.56617
performer,1,2,rope,False,False,0.0005,2.2698,2.25699,2.2698,1.5961
performer,1,1,absolute,False,True,0.0001,1.85153,1.85323,1.85153,1.72887
performer,1,1,absolute,True,False,3e-05,2.55531,2.56554,2.55531,2.11967
performer,2,2,absolute,True,True,0.0001,2.19457,2.19378,2.19457,2.18148
standard,1,2,rpe,True,False,3e-05,0.25084,0.23716,0.25084,0.00351
standard,1,2,absolute,False,False,0.0005,0.57601,0.57106,0.57601,0.01458
standard,1,2,rope,False,False,0.0005,0.64685,0.64889,0.64685,0.01542
standard,2,2,rpe,False,False,0.0001,0.38705,0.38328,0.38705,0.02501
standard,2,1,rope,False,True,3e-05,0.56998,0.56301,0.56998,0.02753
standard,2,2,absolute,True,False,3e-05,0.68061,0.67963,0.68061,0.02918
standard,2,2,rope,True,False,0.0001,0.24262,0.23708,0.24262,0.03055
standard,1,1,rpe,False,False,0.0005,0.17451,0.1804,0.17451,0.03578
standard,1,2,rpe,False,True,0.0005,0.52598,0.52228,0.52598,0.04382
standard,2,2,absolute,False,False,0.0005,0.22071,0.21763,0.22071,0.04434
standard,1,1,rpe,True,False,0.0001,0.50636,0.50454,0.50636,0.04928
standard,1,2,absolute,True,True,3e-05,0.38057,0.37427,0.38057,0.0525
standard,1,2,rpe,True,False,0.0005,0.68157,0.68477,0.68157,0.05433
standard,1,1,rope,True,False,0.0005,0.25008,0.24946,0.25008,0.05586
standard,1,2,rpe,False,False,3e-05,0.66098,0.66261,0.66098,0.0578
standard,1,2,rpe,True,True,0.0001,0.61904,0.6162,0.61904,0.07008
standard,1,2,absolute,False,False,0.0001,0.66013,0.66118,0.66013,0.07041
standard,1,2,rope,False,True,0.0001,0.52938,0.53431,0.52938,0.07126
standard,2,2,rope,True,True,3e-05,0.32466,0.31538,0.32466,0.07634
standard,1,2,absolute,False,True,0.0005,0.36825,0.36441,0.36825,0.077
standard,1,1,rope,True,False,0.0001,0.29449,0.29577,0.29449,0.07967
standard,1,1,rope,True,True,3e-05,0.69147,0.69102,0.69147,0.0839
standard,2,1,rope,True,False,0.0005,0.72697,0.72696,0.72697,0.08858
standard,1,1,rpe,False,True,3e-05,0.77602,0.77254,0.77602,0.08911
standard,1,1,rpe,False,False,0.0001,0.6907,0.69908,0.6907,0.09193
standard,2,1,rope,True,False,3e-05,0.71801,0.71894,0.71801,0.0927
standard,2,2,rpe,False,True,0.0001,0.29833,0.29415,0.29833,0.09726
standard,2,2,absolute,False,False,0.0001,0.46749,0.45897,0.46749,0.10012
standard,1,2,rpe,True,True,3e-05,0.7807,0.78516,0.7807,0.10039
standard,1,2,rope,True,False,3e-05,0.53248,0.52789,0.53248,0.10122
standard,2,2,rpe,True,True,3e-05,0.61122,0.61202,0.61122,0.10484
standard,2,2,absolute,False,False,3e-05,0.4884,0.48096,0.4884,0.10973
standard,1,2,absolute,False,True,0.0001,0.63321,0.62576,0.63321,0.11069
standard,1,2,rpe,False,False,0.0005,0.66678,0.66562,0.66678,0.11827
standard,1,1,absolute,True,True,3e-05,0.68689,0.68736,0.68689,0.1216
standard,1,1,rope,False,False,0.0001,0.65804,0.65927,0.65804,0.12162
standard,2,2,absolute,True,True,0.0001,0.74135,0.74229,0.74135,0.14184
standard,2,2,rpe,True,True,0.0005,0.42741,0.43301,0.42741,0.14636
standard,1,1,absolute,True,False,0.0001,0.7367,0.73337,0.7367,0.15439
standard,2,2,rope,True,True,0.0001,0.79974,0.79664,0.79974,0.16185
standard,2,1,rpe,False,False,0.0005,0.6426,0.6427,0.6426,0.16597
standard,2,1,absolute,True,False,0.0001,0.67311,0.66655,0.67311,0.17968
standard,2,2,absolute,True,True,3e-05,0.71864,0.68479,0.71864,0.17988
standard,1,1,absolute,False,True,0.0005,0.73618,0.73619,0.73618,0.18005
standard,1,1,rope,True,True,0.0001,0.45519,0.45659,0.45519,0.18175
standard,2,1,rpe,False,True,3e-05,0.84249,0.84288,0.84249,0.18623
standard,1,2,rope,False,True,0.0005,0.43188,0.43585,0.43188,0.18651
standard,2,1,rope,True,True,0.0001,0.46206,0.46278,0.46206,0.18668
standard,2,2,rpe,True,False,0.0005,0.86558,0.85309,0.86558,0.20005
standard,1,2,rpe,True,True,0.0005,0.7131,0.70128,0.7131,0.20088
standard,2,2,rope,False,False,3e-05,0.68745,0.68111,0.68745,0.20167
standard,1,1,rope,False,False,3e-05,0.78648,0.7884,0.78648,0.20461
standard,2,2,absolute,False,True,3e-05,0.79262,0.79924,0.79262,0.20838
standard,1,1,rope,False,False,0.0005,0.68296,0.67239,0.68296,0.23712
standard,1,2,absolute,True,True,0.0001,0.82081,0.82943,0.82081,0.23792
standard,1,1,rpe,True,False,3e-05,0.64005,0.63718,0.64005,0.24543
standard,1,1,absolute,True,False,3e-05,0.83476,0.83613,0.83476,0.25696
standard,2,2,rope,False,False,0.0005,0.75559,0.75381,0.75559,0.25966
standard,2,1,rope,True,True,0.0005,0.90918,0.8941,0.90918,0.26102
standard,2,2,rope,False,False,0.0001,0.79474,0.79827,0.79474,0.26543
standard,2,1,rope,False,False,0.0005,0.4378,0.44089,0.4378,0.26689
standard,1,1,rpe,True,True,3e-05,0.66117,0.65908,0.66117,0.27604
standard,1,2,rope,False,True,3e-05,0.79817,0.79022,0.79817,0.28133
standard,2,1,rope,False,True,0.0005,0.955,0.9491,0.955,0.28656
standard,1,2,rope,True,True,0.0001,0.32439,0.3239,0.32439,0.2965
standard,2,2,rope,False,True,3e-05,0.86134,0.86231,0.86134,0.30527
standard,1,2,absolute,False,True,3e-05,0.77472,0.76989,0.77472,0.31041
standard,2,2,absolute,True,False,0.0005,0.7111,0.71049,0.7111,0.31438
standard,2,2,rpe,False,False,0.0005,0.83866,0.83553,0.83866,0.34415
standard,2,2,rpe,True,False,0.0001,1.00888,1.02487,1.00888,0.34557
standard,1,1,rope,False,True,0.0001,1.06411,1.03485,1.06411,0.34694
standard,1,2,absolute,False,False,3e-05,0.85921,0.85148,0.85921,0.36717
standard,1,1,rope,True,True,0.0005,1.04521,1.04706,1.04521,0.37012
standard,2,1,absolute,True,False,3e-05,0.62626,0.62698,0.62626,0.37689
standard,1,2,rpe,False,True,3e-05,0.70397,0.70431,0.70397,0.37974
standard,1,1,rpe,True,False,0.0005,0.81635,0.81326,0.81635,0.38974
standard,2,1,rope,False,False,0.0001,0.46544,0.46508,0.46544,0.41272
standard,1,1,rpe,False,False,3e-05,0.8646,0.86264,0.8646,0.45144
standard,2,1,rope,True,True,3e-05,1.14291,1.1438,1.14291,0.45375
standard,1,2,absolute,True,False,0.0005,0.87351,0.86816,0.87351,0.46394
standard,2,1,absolute,True,True,0.0005,1.03165,1.02443,1.03165,0.49355
standard,2,1,rope,False,False,3e-05,0.94934,0.95273,0.94934,0.49595
standard,1,2,rope,True,True,3e-05,0.94213,0.94096,0.94213,0.49758
standard,2,1,absolute,False,True,0.0005,0.89549,0.89286,0.89549,0.49973
standard,1,2,rope,False,False,3e-05,1.1441,1.1334,1.1441,0.50186
standard,2,2,rope,True,False,3e-05,0.86177,0.86064,0.86177,0.51045
standard,1,1,absolute,True,False,0.0005,0.96704,0.97371,0.96704,0.51464
standard,1,1,rpe,True,True,0.0001,0.76775,0.76621,0.76775,0.51616
standard,2,1,absolute,True,False,0.0005,1.0857,1.08741,1.0857,0.52598
standard,2,1,absolute,False,True,3e-05,1.03399,1.02708,1.03399,0.52629
standard,2,1,absolute,False,True,0.0001,1.00438,1.0103,1.00438,0.5371
standard,1,2,absolute,True,True,0.0005,1.1362,1.13642,1.1362,0.54504
standard,2,2,absolute,True,True,0.0005,1.15329,1.14215,1.15329,0.55548
standard,2,1,absolute,False,False,3e-05,0.66691,0.66662,0.66691,0.55659
standard,1,1,absolute,False,True,3e-05,1.1321,1.12472,1.1321,0.5693
standard,2,2,rpe,False,True,3e-05,1.20325,1.1822,1.20325,0.57046
standard,1,1,rpe,True,True,0.0005,1.09865,1.10359,1.09865,0.57514
standard,1,2,rpe,False,False,0.0001,0.82685,0.82768,0.82685,0.57774
standard,1,2,rope,True,False,0.0005,0.80132,0.80074,0.80132,0.57824
standard,2,1,absolute,True,True,0.0001,1.0439,1.05011,1.0439,0.58133
standard,2,2,rpe,True,False,3e-05,0.91698,0.91422,0.91698,0.6234
standard,1,1,rpe,False,True,0.0001,1.14495,1.15467,1.14495,0.63132
standard,2,1,rpe,True,False,0.0001,1.08688,1.08597,1.08688,0.65116
standard,2,2,rope,False,True,0.0005,1.06712,1.06756,1.06712,0.659
standard,1,1,rope,False,True,3e-05,1.31058,1.30629,1.31058,0.66758
standard,1,1,absolute,True,True,0.0005,1.28853,1.29112,1.28853,0.66873
standard,1,2,rpe,True,False,0.0001,1.19426,1.20215,1.19426,0.69984
standard,2,1,rope,True,False,0.0001,1.2841,1.26838,1.2841,0.70532
standard,1,1,rope,True,False,3e-05,1.2571,1.26216,1.2571,0.71196
standard,2,2,absolute,True,False,0.0001,1.30679,1.3116,1.30679,0.71275
standard,2,1,rope,False,True,0.0001,1.3087,1.29362,1.3087,0.71683
standard,1,2,rope,True,False,0.0001,0.81507,0.81391,0.81507,0.72042
standard,2,1,rpe,False,False,3e-05,1.35916,1.36552,1.35916,0.74017
standard,2,2,rpe,False,True,0.0005,1.33679,1.36718,1.33679,0.74259
standard,2,1,rpe,False,False,0.0001,1.30452,1.31028,1.30452,0.78615
standard,1,1,absolute,False,False,3e-05,1.44577,1.43846,1.44577,0.79101
standard,2,1,rpe,False,True,0.0005,1.23247,1.23671,1.23247,0.80651
standard,1,1,absolute,False,True,0.0001,1.30716,1.30668,1.30716,0.84067
standard,2,1,rpe,True,True,0.0001,1.50293,1.52051,1.50293,0.86212
standard,2,1,rpe,True,True,0.0005,1.43845,1.46001,1.43845,0.8762
standard,2,1,absolute,True,True,3e-05,1.38848,1.38336,1.38848,0.87793
standard,1,1,rpe,False,True,0.0005,1.07868,1.07615,1.07868,0.87811
standard,2,2,rpe,True,True,0.0001,1.01335,1.01166,1.01335,0.88903
standard,1,2,absolute,True,False,0.0001,1.57469,1.55975,1.57469,0.89258
standard,2,2,rope,False,True,0.0001,0.98102,0.98046,0.98102,0.89643
standard,1,1,absolute,False,False,0.0001,1.48,1.56072,1.48,0.90283
standard,2,1,absolute,False,False,0.0005,1.31516,1.3133,1.31516,0.90444
standard,2,1,rpe,True,False,3e-05,1.37713,1.38092,1.37713,0.93326
standard,2,1,rpe,True,False,0.0005,1.40946,1.4186,1.40946,0.98236
standard,1,1,absolute,True,True,0.0001,1.37134,1.36351,1.37134,1.03705
standard,2,1,rpe,False,True,0.0001,1.64347,1.65673,1.64347,1.04114
standard,2,2,absolute,False,True,0.0001,1.50948,1.49823,1.50948,1.04805
standard,2,1,rpe,True,True,3e-05,1.52461,1.51514,1.52461,1.09071
standard,1,1,rope,False,True,0.0005,1.78935,1.81323,1.78935,1.13961
standard,1,1,absolute,False,False,0.0005,1.53211,1.54105,1.53211,1.15798
standard,1,2,rpe,False,True,0.0001,1.56471,1.57606,1.56471,1.19628
standard,1,2,rope,True,True,0.0005,1.51411,1.52381,1.51411,1.20103
standard,2,2,rope,True,False,0.0005,1.74928,1.74085,1.74928,1.21523
standard,1,2,rope,False,False,0.0001,1.84883,1.8519,1.84883,1.28613
standard,2,1,absolute,False,False,0.0001,1.69125,1.68034,1.69125,1.29304
standard,2,2,rope,True,True,0.0005,1.36343,1.36571,1.36343,1.32959
standard,2,2,absolute,False,True,0.0005,2.29815,2.28043,2.29815,1.82979
standard,1,2,absolute,True,False,3e-05,2.33768,2.33444,2.33768,1.83157
standard,2,2,rpe,False,False,3e-05,2.68258,2.67897,2.68258,2.65832
