Model_Type,Layers,Heads,PE_Type,Use_Residual,Attention_Only,LR,Final_Sample_CE,Final_Theory_CE,Final_Sample_KL,Final_Theory_KL
linear,1,1,absolute,True,False,0.0001,1.48827,1.4967,1.48827,0.77473
linear,2,2,absolute,False,True,3e-05,1.45058,1.44302,1.45058,0.81502
linear,2,1,rope,True,True,0.0005,1.71064,1.70045,1.71064,0.81585
linear,2,2,absolute,True,False,0.0005,1.80931,1.816,1.80931,0.94196
linear,2,1,absolute,True,False,0.0005,1.85307,1.85959,1.85307,0.99852
linear,1,1,rope,False,True,0.0005,1.53905,1.53622,1.53905,1.04931
performer,1,2,rope,False,False,0.0001,1.07139,1.06987,1.07139,0.11717
performer,1,2,absolute,True,False,0.0005,1.1501,1.14578,1.1501,0.16326
performer,1,2,absolute,True,True,0.0001,1.01932,1.0162,1.01932,0.167
performer,1,1,rope,True,True,3e-05,1.08301,1.0881,1.08301,0.17093
performer,1,2,absolute,False,False,0.0001,1.14139,1.13197,1.14139,0.18108
performer,1,1,absolute,True,True,3e-05,1.1031,1.10092,1.1031,0.19582
performer,1,2,absolute,False,False,3e-05,1.12819,1.12085,1.12819,0.22646
performer,1,1,absolute,False,True,3e-05,1.10128,1.10154,1.10128,0.23025
performer,1,1,rope,False,False,3e-05,1.14149,1.14895,1.14149,0.23363
performer,2,1,rope,True,False,3e-05,1.05687,1.03926,1.05687,0.24062
performer,2,2,rope,True,False,0.0001,1.08906,1.09104,1.08906,0.24593
performer,2,2,rope,False,True,0.0001,1.17898,1.18535,1.17898,0.25881
performer,2,1,rope,False,True,3e-05,1.04895,1.04915,1.04895,0.25921
performer,2,2,absolute,False,False,3e-05,1.23056,1.21889,1.23056,0.26575
performer,2,1,absolute,True,True,0.0005,1.11405,1.11229,1.11405,0.27041
performer,2,1,absolute,True,True,0.0001,1.10447,1.11458,1.10447,0.27447
performer,1,2,absolute,True,False,3e-05,0.99247,0.99322,0.99247,0.27756
performer,2,1,absolute,False,False,0.0001,1.09322,1.09085,1.09322,0.28132
performer,1,2,rope,True,False,3e-05,1.24577,1.24174,1.24577,0.2874
performer,1,2,rope,False,True,0.0005,1.24495,1.25078,1.24495,0.29171
performer,2,2,rope,True,False,3e-05,1.16174,1.16515,1.16174,0.29483
performer,1,2,rope,True,True,0.0001,1.12422,1.12703,1.12422,0.30304
performer,2,2,rope,False,False,0.0001,1.17431,1.18102,1.17431,0.30534
performer,2,1,rope,True,True,0.0005,1.12458,1.11907,1.12458,0.30642
performer,1,1,rope,False,True,0.0005,1.16841,1.17862,1.16841,0.30739
performer,2,1,absolute,False,True,0.0001,1.22882,1.23156,1.22882,0.30871
performer,1,1,rope,True,False,0.0005,1.17342,1.16804,1.17342,0.3099
performer,2,2,absolute,False,False,0.0001,1.19106,1.19201,1.19106,0.3119
performer,2,2,absolute,False,True,3e-05,1.12582,1.12462,1.12582,0.31455
performer,1,2,rope,True,True,0.0005,1.13374,1.14623,1.13374,0.31462
performer,2,1,absolute,False,False,0.0005,1.13162,1.14124,1.13162,0.31487
performer,2,2,absolute,True,False,0.0001,1.16108,1.15583,1.16108,0.31703
performer,1,1,rope,False,True,0.0001,1.18513,1.17921,1.18513,0.31911
performer,2,2,rope,False,True,0.0005,1.15343,1.15599,1.15343,0.32208
performer,1,1,absolute,False,True,0.0005,1.09258,1.09417,1.09258,0.32254
performer,1,2,rope,True,True,3e-05,1.20278,1.19834,1.20278,0.327
performer,1,1,rope,False,False,0.0001,1.18483,1.19369,1.18483,0.33402
performer,2,1,rope,False,True,0.0001,1.1902,1.1882,1.1902,0.33804
performer,2,1,rope,False,False,0.0005,1.29854,1.29703,1.29854,0.33982
performer,1,2,absolute,False,False,0.0005,1.25644,1.26213,1.25644,0.34067
performer,2,2,absolute,True,True,0.0005,1.21078,1.21438,1.21078,0.34769
performer,1,1,rope,True,False,3e-05,1.23021,1.23032,1.23021,0.35019
performer,2,2,rope,False,False,0.0005,1.04528,1.05269,1.04528,0.35111
performer,2,2,absolute,True,False,3e-05,1.19403,1.19243,1.19403,0.35387
performer,1,1,absolute,False,True,0.0001,1.18643,1.19639,1.18643,0.35764
performer,2,1,absolute,True,True,3e-05,1.03797,1.03719,1.03797,0.35768
performer,2,2,absolute,True,True,3e-05,1.1239,1.12124,1.1239,0.36475
performer,1,2,absolute,False,True,3e-05,1.20409,1.20736,1.20409,0.36577
performer,2,1,absolute,False,True,3e-05,1.28263,1.28421,1.28263,0.36592
performer,2,1,absolute,True,False,0.0001,1.29382,1.26791,1.29382,0.37442
performer,1,2,rope,False,True,3e-05,1.22102,1.21297,1.22102,0.37455
performer,1,2,absolute,True,True,0.0005,1.15257,1.15694,1.15257,0.38713
performer,1,2,rope,False,False,3e-05,1.19591,1.19886,1.19591,0.39008
performer,1,1,rope,False,False,0.0005,1.30025,1.2863,1.30025,0.39769
performer,1,1,absolute,True,False,0.0001,1.13864,1.14194,1.13864,0.39792
performer,1,1,rope,True,True,0.0001,1.25847,1.27686,1.25847,0.40431
performer,2,2,absolute,False,True,0.0001,1.19993,1.20604,1.19993,0.40541
performer,2,1,rope,False,False,0.0001,1.20202,1.20823,1.20202,0.4059
performer,2,2,rope,True,True,3e-05,1.06312,1.06673,1.06312,0.40745
performer,1,2,absolute,True,True,3e-05,1.32055,1.3299,1.32055,0.42607
performer,1,1,rope,True,False,0.0001,1.22069,1.21923,1.22069,0.4279
performer,2,1,rope,False,False,3e-05,1.36991,1.35853,1.36991,0.43436
performer,1,2,rope,False,True,0.0001,1.20632,1.20041,1.20632,0.43776
performer,2,1,absolute,False,True,0.0005,1.29708,1.29172,1.29708,0.44092
performer,2,1,rope,True,True,3e-05,1.13299,1.14652,1.13299,0.45437
performer,1,2,absolute,False,True,0.0005,1.34311,1.33966,1.34311,0.48701
performer,2,1,absolute,False,False,3e-05,1.23075,1.22728,1.23075,0.49891
performer,1,2,rope,True,False,0.0001,1.25752,1.25732,1.25752,0.50161
performer,1,2,rope,False,False,0.0005,1.2611,1.24912,1.2611,0.50377
performer,1,1,rope,False,True,3e-05,1.29492,1.28641,1.29492,0.50451
performer,2,1,rope,False,True,0.0005,1.25675,1.25258,1.25675,0.51101
performer,1,2,rope,True,False,0.0005,1.3101,1.29702,1.3101,0.51812
performer,2,2,rope,True,True,0.0005,1.34692,1.3431,1.34692,0.52362
performer,1,1,absolute,True,False,3e-05,1.21603,1.2128,1.21603,0.52738
performer,2,1,rope,True,True,0.0001,1.42303,1.42252,1.42303,0.52926
performer,2,1,rope,True,False,0.0001,1.3872,1.37125,1.3872,0.53023
performer,2,2,rope,False,True,3e-05,1.17679,1.17505,1.17679,0.54995
performer,1,1,absolute,True,False,0.0005,1.17854,1.17614,1.17854,0.5552
performer,1,1,rope,True,True,0.0005,1.45529,1.45908,1.45529,0.55614
performer,2,2,absolute,False,False,0.0005,1.42668,1.42405,1.42668,0.62081
performer,1,1,absolute,False,False,0.0001,1.29611,1.30604,1.29611,0.62628
performer,1,1,absolute,True,True,0.0005,1.44307,1.45168,1.44307,0.63183
performer,2,2,absolute,True,False,0.0005,1.47428,1.48935,1.47428,0.6384
performer,1,1,absolute,False,False,0.0005,1.46099,1.46838,1.46099,0.65736
performer,1,2,absolute,True,False,0.0001,1.30856,1.30492,1.30856,0.66003
performer,2,1,absolute,True,False,3e-05,1.46716,1.47816,1.46716,0.70169
performer,2,1,rope,True,False,0.0005,1.6429,1.62727,1.6429,0.71211
performer,2,2,absolute,True,True,0.0001,1.31256,1.31436,1.31256,0.71614
performer,1,2,absolute,False,True,0.0001,1.5262,1.52634,1.5262,0.74424
performer,2,2,absolute,False,True,0.0005,1.55496,1.5543,1.55496,0.76011
performer,2,2,rope,True,True,0.0001,1.54805,1.54541,1.54805,0.78817
performer,1,1,absolute,False,False,3e-05,1.58504,1.57795,1.58504,0.79864
performer,1,1,absolute,True,True,0.0001,1.2854,1.29309,1.2854,0.82863
performer,2,2,rope,False,False,3e-05,1.25758,1.25827,1.25758,0.99636
performer,2,1,absolute,True,False,0.0005,1.69058,1.69263,1.69058,0.99783
performer,2,2,rope,True,False,0.0005,1.95624,1.95936,1.95624,1.21724
standard,2,1,rpe,False,True,0.0001,0.93975,0.94606,0.93975,0.15248
standard,1,2,absolute,True,True,0.0001,1.12744,1.13102,1.12744,0.16909
standard,2,2,rope,True,False,3e-05,1.08651,1.07883,1.08651,0.21353
standard,1,2,absolute,False,False,0.0001,1.13055,1.13216,1.13055,0.2228
standard,2,2,absolute,False,True,3e-05,1.12646,1.12005,1.12646,0.22772
standard,2,2,rope,False,False,0.0001,1.20742,1.19871,1.20742,0.23047
standard,2,2,absolute,True,True,0.0001,1.07107,1.07065,1.07107,0.23218
standard,1,1,rope,True,False,3e-05,1.14148,1.13982,1.14148,0.25836
standard,2,1,rope,True,False,3e-05,1.16618,1.15867,1.16618,0.25916
standard,1,1,rpe,True,True,3e-05,1.13072,1.13516,1.13072,0.26042
standard,2,2,absolute,True,False,3e-05,1.1299,1.13808,1.1299,0.27186
standard,1,2,absolute,True,True,3e-05,1.0883,1.08762,1.0883,0.27288
standard,2,2,absolute,False,False,0.0001,1.19471,1.19233,1.19471,0.27291
standard,2,2,rope,False,True,3e-05,1.22064,1.22246,1.22064,0.28283
standard,2,2,rpe,False,False,3e-05,1.07508,1.08376,1.07508,0.28868
standard,2,1,absolute,True,True,0.0001,1.19974,1.18833,1.19974,0.30202
standard,1,2,rpe,False,True,3e-05,1.15279,1.14701,1.15279,0.30268
standard,1,1,rope,False,False,0.0001,1.22582,1.21425,1.22582,0.30296
standard,2,1,rpe,False,True,3e-05,1.18592,1.1887,1.18592,0.30724
standard,1,1,rpe,True,False,0.0005,1.13923,1.15647,1.13923,0.30893
standard,1,2,rpe,True,False,3e-05,1.16865,1.16098,1.16865,0.31428
standard,2,1,rpe,True,True,0.0001,1.08036,1.08334,1.08036,0.31653
standard,1,1,rope,False,True,3e-05,1.19196,1.18444,1.19196,0.32421
standard,1,2,absolute,True,False,0.0001,1.14227,1.13708,1.14227,0.32725
standard,1,1,absolute,False,False,3e-05,1.24364,1.24423,1.24364,0.32969
standard,2,2,rope,False,True,0.0001,1.25045,1.26019,1.25045,0.33213
standard,2,1,absolute,True,False,3e-05,1.14525,1.14737,1.14525,0.3357
standard,2,1,absolute,False,True,0.0001,1.22036,1.22135,1.22036,0.34112
standard,1,2,rope,True,False,3e-05,1.24059,1.23243,1.24059,0.34183
standard,1,1,rpe,False,False,3e-05,1.20654,1.19932,1.20654,0.34906
standard,1,1,absolute,True,False,3e-05,1.24663,1.25879,1.24663,0.35056
standard,1,1,rpe,False,True,0.0005,1.20072,1.21421,1.20072,0.35113
standard,1,2,absolute,False,False,0.0005,1.23778,1.2287,1.23778,0.35347
standard,1,1,absolute,False,False,0.0005,1.23813,1.23433,1.23813,0.35565
standard,2,1,rpe,True,False,0.0001,1.1983,1.20118,1.1983,0.35598
standard,1,2,absolute,False,True,0.0005,1.14337,1.14136,1.14337,0.36033
standard,1,1,absolute,False,False,0.0001,1.29397,1.3021,1.29397,0.36341
standard,1,2,rope,True,True,3e-05,1.13176,1.13369,1.13176,0.36634
standard,1,1,rpe,False,True,0.0001,1.13871,1.13744,1.13871,0.36905
standard,2,2,rpe,False,True,0.0001,1.22114,1.21638,1.22114,0.37294
standard,2,2,absolute,False,False,3e-05,1.20899,1.21611,1.20899,0.37657
standard,1,1,rope,True,True,3e-05,1.21311,1.20851,1.21311,0.37899
standard,1,2,rope,False,True,3e-05,1.25598,1.25108,1.25598,0.38268
standard,2,1,rpe,False,False,0.0005,1.30235,1.30254,1.30235,0.38599
standard,2,1,absolute,False,False,0.0001,1.25203,1.24947,1.25203,0.38737
standard,1,1,rpe,False,False,0.0001,1.22202,1.2184,1.22202,0.38783
standard,1,1,absolute,True,True,0.0005,1.25088,1.29206,1.25088,0.39118
standard,2,1,rope,True,True,0.0005,1.20679,1.22112,1.20679,0.39118
standard,2,1,rope,False,True,3e-05,1.22651,1.22459,1.22651,0.4111
standard,1,2,absolute,True,False,0.0005,1.17727,1.17149,1.17727,0.41151
standard,1,1,absolute,False,True,3e-05,1.31254,1.31359,1.31254,0.41328
standard,1,2,rope,False,False,0.0001,1.25144,1.25759,1.25144,0.41399
standard,2,2,rope,False,True,0.0005,1.1496,1.14549,1.1496,0.42719
standard,2,2,absolute,False,True,0.0001,1.27308,1.28052,1.27308,0.42825
standard,2,2,rpe,True,False,3e-05,1.20814,1.19755,1.20814,0.42907
standard,2,2,absolute,False,True,0.0005,1.27537,1.29417,1.27537,0.43214
standard,1,2,rpe,False,False,0.0001,1.18731,1.19903,1.18731,0.43512
standard,1,1,absolute,False,True,0.0005,1.3453,1.33923,1.3453,0.43782
standard,2,2,rope,True,True,3e-05,1.3191,1.31328,1.3191,0.43862
standard,2,1,absolute,True,False,0.0001,1.30072,1.29987,1.30072,0.43915
standard,2,2,absolute,False,False,0.0005,1.357,1.35702,1.357,0.43934
standard,2,1,rope,True,False,0.0005,1.26018,1.26796,1.26018,0.441
standard,2,1,absolute,True,True,0.0005,1.29128,1.26692,1.29128,0.44269
standard,1,1,rope,False,False,3e-05,1.27867,1.27841,1.27867,0.44458
standard,2,1,absolute,False,True,0.0005,1.24862,1.2409,1.24862,0.46276
standard,2,2,rpe,False,True,3e-05,1.35903,1.3612,1.35903,0.47919
standard,1,1,rpe,True,False,0.0001,1.2887,1.29832,1.2887,0.47943
standard,2,2,rpe,False,False,0.0001,1.34388,1.3366,1.34388,0.48502
standard,2,1,rpe,False,True,0.0005,1.32837,1.31845,1.32837,0.49028
standard,2,2,rope,False,False,3e-05,1.36031,1.36888,1.36031,0.49874
standard,1,1,absolute,True,True,0.0001,1.38791,1.388,1.38791,0.49878
standard,2,1,rpe,False,False,3e-05,1.3386,1.34008,1.3386,0.5045
standard,1,1,rpe,True,True,0.0001,1.33269,1.3231,1.33269,0.50743
standard,2,1,rpe,True,False,3e-05,1.28869,1.29641,1.28869,0.50824
standard,1,2,absolute,False,True,0.0001,1.40568,1.39882,1.40568,0.51011
standard,1,1,absolute,False,True,0.0001,1.34957,1.335,1.34957,0.51089
standard,2,2,rpe,True,True,0.0001,1.25394,1.24844,1.25394,0.51137
standard,1,2,rpe,True,False,0.0001,1.3923,1.38656,1.3923,0.51259
standard,1,1,rpe,True,False,3e-05,1.3243,1.33249,1.3243,0.51915
standard,1,2,rope,False,False,3e-05,1.32258,1.32212,1.32258,0.52392
standard,2,1,absolute,False,False,3e-05,1.32801,1.32126,1.32801,0.52446
standard,2,1,absolute,True,True,3e-05,1.34759,1.34256,1.34759,0.52929
standard,1,1,rpe,False,True,3e-05,1.28333,1.28397,1.28333,0.53078
standard,2,1,rope,False,False,0.0001,1.31746,1.31906,1.31746,0.53167
standard,1,2,absolute,True,False,3e-05,1.27413,1.26756,1.27413,0.53347
standard,2,2,absolute,True,True,0.0005,1.47432,1.48924,1.47432,0.54397
standard,1,2,rpe,False,True,0.0001,1.46699,1.46299,1.46699,0.55043
standard,1,1,rope,True,False,0.0005,1.28994,1.29372,1.28994,0.55375
standard,1,1,absolute,True,False,0.0005,1.45988,1.45966,1.45988,0.55709
standard,2,1,absolute,True,False,0.0005,1.37697,1.37684,1.37697,0.55737
standard,1,2,absolute,False,False,3e-05,1.39197,1.39378,1.39197,0.56034
standard,2,2,rpe,True,True,3e-05,1.29147,1.2837,1.29147,0.56888
standard,1,1,rpe,True,True,0.0005,1.46256,1.44713,1.46256,0.56893
standard,2,1,rope,False,False,0.0005,1.3923,1.39487,1.3923,0.56935
standard,2,1,rope,True,False,0.0001,1.44092,1.42878,1.44092,0.57399
standard,2,1,rpe,True,True,3e-05,1.32542,1.33777,1.32542,0.57728
standard,2,2,rope,False,False,0.0005,1.47482,1.45915,1.47482,0.57892
standard,1,2,rope,True,True,0.0005,0.99603,0.99641,0.99603,0.58065
standard,1,1,rpe,False,False,0.0005,1.47722,1.47121,1.47722,0.58674
standard,1,2,rpe,True,True,0.0001,1.33587,1.3344,1.33587,0.59748
standard,1,2,rope,True,False,0.0005,1.40005,1.41136,1.40005,0.60264
standard,2,1,rope,False,False,3e-05,1.47431,1.49468,1.47431,0.61126
standard,1,1,absolute,True,False,0.0001,1.48822,1.47787,1.48822,0.61543
standard,1,2,absolute,True,True,0.0005,1.3366,1.33259,1.3366,0.63438
standard,2,2,rope,True,True,0.0005,1.37295,1.38229,1.37295,0.63706
standard,2,1,rope,False,True,0.0001,1.4352,1.42429,1.4352,0.64504
standard,2,2,rpe,True,False,0.0005,1.52632,1.53223,1.52632,0.65299
standard,1,1,rope,True,True,0.0001,1.48333,1.49844,1.48333,0.6549
standard,1,2,rpe,True,True,0.0005,1.5472,1.5323,1.5472,0.66701
standard,1,2,rope,False,False,0.0005,1.44056,1.42496,1.44056,0.66786
standard,2,1,rope,True,True,3e-05,1.31214,1.3243,1.31214,0.66865
standard,1,2,rpe,True,True,3e-05,1.37914,1.37833,1.37914,0.66993
standard,1,2,rpe,False,False,3e-05,1.2974,1.29045,1.2974,0.6711
standard,1,1,rope,False,True,0.0001,1.49251,1.5032,1.49251,0.67169
standard,2,1,absolute,False,False,0.0005,1.52246,1.48906,1.52246,0.67997
standard,1,2,rope,True,False,0.0001,1.55736,1.54772,1.55736,0.68287
standard,1,2,rope,True,True,0.0001,1.62066,1.6104,1.62066,0.68301
standard,2,2,rpe,True,False,0.0001,1.58242,1.57699,1.58242,0.68722
standard,2,2,absolute,True,True,3e-05,1.4995,1.50587,1.4995,0.69962
standard,1,2,rpe,False,False,0.0005,1.48092,1.46137,1.48092,0.70094
standard,1,2,absolute,False,True,3e-05,1.60698,1.59479,1.60698,0.70133
standard,1,1,rope,True,False,0.0001,1.63016,1.624,1.63016,0.70704
standard,2,2,rope,True,False,0.0005,1.58717,1.58177,1.58717,0.71585
standard,2,1,absolute,False,True,3e-05,1.51547,1.49637,1.51547,0.71905
standard,2,1,rope,False,True,0.0005,1.55564,1.55729,1.55564,0.72391
standard,2,1,rpe,False,False,0.0001,1.65506,1.66168,1.65506,0.72967
standard,1,1,rope,False,True,0.0005,1.48328,1.47162,1.48328,0.75733
standard,1,2,rpe,False,True,0.0005,1.65618,1.66586,1.65618,0.79047
standard,2,2,absolute,True,False,0.0005,1.63922,1.62734,1.63922,0.79666
standard,1,1,absolute,True,True,3e-05,1.51125,1.50584,1.51125,0.79717
standard,2,1,rpe,True,False,0.0005,1.72125,1.721,1.72125,0.80832
standard,1,2,rope,False,True,0.0005,1.68477,1.65218,1.68477,0.81859
standard,1,1,rope,False,False,0.0005,1.71852,1.7012,1.71852,0.84451
standard,2,2,rpe,False,True,0.0005,1.61292,1.62469,1.61292,0.8824
standard,2,2,rope,True,False,0.0001,1.09498,1.09752,1.09498,0.88628
standard,1,1,rope,True,True,0.0005,1.65284,1.65026,1.65284,0.89273
standard,2,2,rpe,False,False,0.0005,1.82921,1.82928,1.82921,0.8992
standard,1,2,rpe,True,False,0.0005,1.68924,1.678,1.68924,0.90027
standard,2,2,rope,True,True,0.0001,1.79119,1.79702,1.79119,0.91769
standard,2,1,rpe,True,True,0.0005,1.71395,1.71343,1.71395,0.93495
standard,2,1,rope,True,True,0.0001,1.80449,1.79418,1.80449,0.98372
standard,2,2,absolute,True,False,0.0001,1.25871,1.25499,1.25871,1.0275
standard,2,2,rpe,True,True,0.0005,1.96296,1.97778,1.96296,1.38681
standard,1,2,rope,False,True,0.0001,2.32425,2.31716,2.32425,1.71445
