context_idx,tok=0,tok=1,tok=2
0,0.4162596,0.27529657,0.3084438
1,0.3332689,0.33790836,0.32882273
2,0.37427557,0.30061695,0.32510749
3,0.30164868,0.36800325,0.33034804
4,0.27343622,0.45215273,0.27441105
5,0.30608007,0.3663142,0.32760575
6,0.33136994,0.31730953,0.35132053
7,0.29655173,0.32605365,0.37739465
8,0.28675476,0.29166666,0.4215786
